""      ,"ZPID"       ,"address"                                                           ,"price"    ,"bed" ,"bath" ,"Sq.Feet" ,"city"                 ,"zip-code"
"935"   ,"36535374"   ,"403 S Sharp St #R-2, Baltimore, MD 21201"                          ,"219000"   ,"2"   ,"2"    ,"910"     ,"Baltimore"            ,"21201"
"936"   ,"36590938"   ,"1116 Bryn Mawr Rd, Baltimore, MD 21210"                            ,"999000"   ,"4"   ,"5"    ,"3200"    ,"Baltimore"            ,"21210"
"937"   ,"36485160"   ,"4406 Falls Bridge Dr UNIT D, Baltimore, MD 21211"                  ,"70000"    ,"1"   ,"1"    ,"553"     ,"Baltimore"            ,"21211"
"938"   ,"36621854"   ,"212 Saint Dunstans Rd, Baltimore, MD 21212"                        ,"749900"   ,"4"   ,"3"    ,"2477"    ,"Baltimore"            ,"21212"
"939"   ,"36479843"   ,"3631 Ash St, Baltimore, MD 21211"                                  ,"349900"   ,"5"   ,"3"    ,"1800"    ,"Baltimore"            ,"21211"
"940"   ,"36609738"   ,"2912 Chesley Ave, Baltimore, MD 21234"                             ,"385999"   ,"4"   ,"4"    ,"1750"    ,"Baltimore"            ,"21234"
"941"   ,"36580256"   ,"4110 Southern Ave, Baltimore, MD 21206"                            ,"156500"   ,"3"   ,"2"    ,"1876"    ,"Baltimore"            ,"21206"
"942"   ,"36566840"   ,"4400 Willshire Ave, Baltimore, MD 21206"                           ,"3e+05"    ,"4"   ,"2"    ,"2000"    ,"Baltimore"            ,"21206"
"943"   ,"36457452"   ,"508 E 39th St, Baltimore, MD 21218"                                ,"309900"   ,"5"   ,"3"    ,"1700"    ,"Baltimore"            ,"21218"
"944"   ,"36483802"   ,"701 W 33rd St, Baltimore, MD 21211"                                ,"439900"   ,"3"   ,"3"    ,"1800"    ,"Baltimore"            ,"21211"
"945"   ,"36610300"   ,"2607 Creighton Ave, Baltimore, MD 21234"                           ,"240000"   ,"3"   ,"2"    ,"1180"    ,"Baltimore"            ,"21234"
"946"   ,"36581661"   ,"3315 Mary Ave, Baltimore, MD 21214"                                ,"209999"   ,"3"   ,"3"    ,"1240"    ,"Baltimore"            ,"21214"
"947"   ,"36592837"   ,"218 Ridgewood Rd, Baltimore, MD 21210"                             ,"1199900"  ,"8"   ,"6"    ,"6740"    ,"Baltimore"            ,"21210"
"948"   ,"36607210"   ,"2805 Hamilton Ave, Baltimore, MD 21214"                            ,"289990"   ,"4"   ,"3"    ,"1416"    ,"Baltimore"            ,"21214"
"949"   ,"67870492"   ,"1211 Light St UNIT 101, Baltimore, MD 21230"                       ,"205000"   ,"2"   ,"2"    ,"1051"    ,"Baltimore"            ,"21230"
"950"   ,"36515681"   ,"906 N Warwick Ave, Baltimore, MD 21216"                            ,"124900"   ,"4"   ,"2"    ,"1500"    ,"Baltimore"            ,"21216"
"951"   ,"36546817"   ,"1922 Breitwert Ave, Baltimore, MD 21230"                           ,"50000"    ,"4"   ,"2"    ,"2395"    ,"Baltimore"            ,"21230"
"952"   ,"36590530"   ,"4814 Keswick Rd, Baltimore, MD 21210"                              ,"939000"   ,"5"   ,"5"    ,"4206"    ,"Baltimore"            ,"21210"
"953"   ,"36470859"   ,"4000 N Charles St UNIT 1201, Baltimore, MD 21218"                  ,"259000"   ,"2"   ,"2"    ,"1212"    ,"Baltimore"            ,"21218"
"954"   ,"36621000"   ,"4207 Saint Paul St, Baltimore, MD 21218"                           ,"1585000"  ,"5"   ,"5"    ,"5200"    ,"Baltimore"            ,"21218"
"955"   ,"36585860"   ,"2804 Rueckert Ave, Baltimore, MD 21214"                            ,"315000"   ,"4"   ,"2"    ,"2055"    ,"Baltimore"            ,"21214"
"956"   ,"36553810"   ,"1524 Hazel St, Baltimore, MD 21226"                                ,"150000"   ,"3"   ,"1"    ,"1120"    ,"Baltimore"            ,"21226"
"957"   ,"36617291"   ,"6109 Parkway Dr, Baltimore, MD 21212"                              ,"205000"   ,"2"   ,"2"    ,"1708"    ,"Baltimore"            ,"21212"
"958"   ,"36608700"   ,"6111 Fair Oaks Ave, Baltimore, MD 21214"                           ,"325000"   ,"4"   ,"3"    ,"1914"    ,"Baltimore"            ,"21214"
"959"   ,"2063232812" ,"501 W University Pkwy APT A2, Baltimore, MD 21210"                 ,"275000"   ,"3"   ,"2"    ,"0"       ,"Baltimore"            ,"21210"
"960"   ,"36591221"   ,"1 Bellemore Rd, Baltimore, MD 21210"                               ,"825000"   ,"5"   ,"4"    ,"5289"    ,"Baltimore"            ,"21210"
"961"   ,"90008035"   ,"414 Water St UNIT 2709, Baltimore, MD 21202"                       ,"204900"   ,"2"   ,"2"    ,"980"     ,"Baltimore"            ,"21202"
"962"   ,"36613844"   ,"5100 Saint Georges Ave, Baltimore, MD 21212"                       ,"1e+05"    ,"3"   ,"2"    ,"1306"    ,"Baltimore"            ,"21212"
"963"   ,"36608418"   ,"5622 Pilgrim Rd, Baltimore, MD 21214"                              ,"240000"   ,"5"   ,"2"    ,"1293"    ,"Baltimore"            ,"21214"
"964"   ,"36605719"   ,"2303 Halcyon Ave, Baltimore, MD 21214"                             ,"145000"   ,"3"   ,"2"    ,"1520"    ,"Baltimore"            ,"21214"
"965"   ,"36613555"   ,"819 Winston Ave, Baltimore, MD 21212"                              ,"199900"   ,"4"   ,"3"    ,"2917"    ,"Baltimore"            ,"21212"
"966"   ,"36613893"   ,"508 Beaumont Ave, Baltimore, MD 21212"                             ,"4e+05"    ,"7"   ,"4"    ,"2400"    ,"Baltimore"            ,"21212"
"967"   ,"36471605"   ,"4101 N Charles St, Baltimore, MD 21218"                            ,"1590000"  ,"6"   ,"5"    ,"5619"    ,"Baltimore"            ,"21218"
"968"   ,"2061309868" ,"4629-4629.5 Keswick Rd #4631, Baltimore, MD 21210"                 ,"519000"   ,"2"   ,"3"    ,"1616"    ,"Baltimore"            ,"21210"
"969"   ,"36599278"   ,"3807 Hayward Ave, Baltimore, MD 21215"                             ,"159000"   ,"3"   ,"2"    ,"0"       ,"Baltimore"            ,"21215"
"970"   ,"2098452018" ,"501 W University Pkwy APT G3, Baltimore, MD 21210"                 ,"115000"   ,"2"   ,"1"    ,"0"       ,"Baltimore"            ,"21210"
"971"   ,"36558903"   ,"704 S Highland Ave, Baltimore, MD 21224"                           ,"125000"   ,"3"   ,"2"    ,"2056"    ,"Baltimore"            ,"21224"
"972"   ,"36603356"   ,"5706 Greenspring Ave, Baltimore, MD 21209"                         ,"355000"   ,"2"   ,"1"    ,"1260"    ,"Baltimore"            ,"21209"
"973"   ,"36536079"   ,"32 W Montgomery St #C4, Baltimore, MD 21230"                       ,"40000"    ,"1"   ,"2"    ,"414"     ,"Baltimore"            ,"21230"
"974"   ,"36603094"   ,"5605 Woodcrest Ave, Baltimore, MD 21215"                           ,"185000"   ,"5"   ,"2"    ,"1662"    ,"Baltimore"            ,"21215"
"975"   ,"36535374"   ,"403 S Sharp St #R-2, Baltimore, MD 21201"                          ,"219000"   ,"2"   ,"2"    ,"910"     ,"Baltimore"            ,"21201"
"976"   ,"36590938"   ,"1116 Bryn Mawr Rd, Baltimore, MD 21210"                            ,"999000"   ,"4"   ,"5"    ,"3200"    ,"Baltimore"            ,"21210"
"977"   ,"36485160"   ,"4406 Falls Bridge Dr UNIT D, Baltimore, MD 21211"                  ,"70000"    ,"1"   ,"1"    ,"553"     ,"Baltimore"            ,"21211"
"978"   ,"36621854"   ,"212 Saint Dunstans Rd, Baltimore, MD 21212"                        ,"749900"   ,"4"   ,"3"    ,"2477"    ,"Baltimore"            ,"21212"
"979"   ,"36479843"   ,"3631 Ash St, Baltimore, MD 21211"                                  ,"349900"   ,"5"   ,"3"    ,"1800"    ,"Baltimore"            ,"21211"
"980"   ,"36609738"   ,"2912 Chesley Ave, Baltimore, MD 21234"                             ,"385999"   ,"4"   ,"4"    ,"1750"    ,"Baltimore"            ,"21234"
"981"   ,"36580256"   ,"4110 Southern Ave, Baltimore, MD 21206"                            ,"156500"   ,"3"   ,"2"    ,"1876"    ,"Baltimore"            ,"21206"
"982"   ,"36566840"   ,"4400 Willshire Ave, Baltimore, MD 21206"                           ,"3e+05"    ,"4"   ,"2"    ,"2000"    ,"Baltimore"            ,"21206"
"983"   ,"36457452"   ,"508 E 39th St, Baltimore, MD 21218"                                ,"309900"   ,"5"   ,"3"    ,"1700"    ,"Baltimore"            ,"21218"
"984"   ,"36483802"   ,"701 W 33rd St, Baltimore, MD 21211"                                ,"439900"   ,"3"   ,"3"    ,"1800"    ,"Baltimore"            ,"21211"
"985"   ,"36610300"   ,"2607 Creighton Ave, Baltimore, MD 21234"                           ,"240000"   ,"3"   ,"2"    ,"1180"    ,"Baltimore"            ,"21234"
"986"   ,"36581661"   ,"3315 Mary Ave, Baltimore, MD 21214"                                ,"209999"   ,"3"   ,"3"    ,"1240"    ,"Baltimore"            ,"21214"
"987"   ,"36592837"   ,"218 Ridgewood Rd, Baltimore, MD 21210"                             ,"1199900"  ,"8"   ,"6"    ,"6740"    ,"Baltimore"            ,"21210"
"988"   ,"36607210"   ,"2805 Hamilton Ave, Baltimore, MD 21214"                            ,"289990"   ,"4"   ,"3"    ,"1416"    ,"Baltimore"            ,"21214"
"989"   ,"67870492"   ,"1211 Light St UNIT 101, Baltimore, MD 21230"                       ,"205000"   ,"2"   ,"2"    ,"1051"    ,"Baltimore"            ,"21230"
"990"   ,"36515681"   ,"906 N Warwick Ave, Baltimore, MD 21216"                            ,"124900"   ,"4"   ,"2"    ,"1500"    ,"Baltimore"            ,"21216"
"991"   ,"36546817"   ,"1922 Breitwert Ave, Baltimore, MD 21230"                           ,"50000"    ,"4"   ,"2"    ,"2395"    ,"Baltimore"            ,"21230"
"992"   ,"36590530"   ,"4814 Keswick Rd, Baltimore, MD 21210"                              ,"939000"   ,"5"   ,"5"    ,"4206"    ,"Baltimore"            ,"21210"
"993"   ,"36470859"   ,"4000 N Charles St UNIT 1201, Baltimore, MD 21218"                  ,"259000"   ,"2"   ,"2"    ,"1212"    ,"Baltimore"            ,"21218"
"994"   ,"36621000"   ,"4207 Saint Paul St, Baltimore, MD 21218"                           ,"1585000"  ,"5"   ,"5"    ,"5200"    ,"Baltimore"            ,"21218"
"995"   ,"36585860"   ,"2804 Rueckert Ave, Baltimore, MD 21214"                            ,"315000"   ,"4"   ,"2"    ,"2055"    ,"Baltimore"            ,"21214"
"996"   ,"36553810"   ,"1524 Hazel St, Baltimore, MD 21226"                                ,"150000"   ,"3"   ,"1"    ,"1120"    ,"Baltimore"            ,"21226"
"997"   ,"36617291"   ,"6109 Parkway Dr, Baltimore, MD 21212"                              ,"205000"   ,"2"   ,"2"    ,"1708"    ,"Baltimore"            ,"21212"
"998"   ,"36608700"   ,"6111 Fair Oaks Ave, Baltimore, MD 21214"                           ,"325000"   ,"4"   ,"3"    ,"1914"    ,"Baltimore"            ,"21214"
"999"   ,"2063232812" ,"501 W University Pkwy APT A2, Baltimore, MD 21210"                 ,"275000"   ,"3"   ,"2"    ,"0"       ,"Baltimore"            ,"21210"
"1000"  ,"36591221"   ,"1 Bellemore Rd, Baltimore, MD 21210"                               ,"825000"   ,"5"   ,"4"    ,"5289"    ,"Baltimore"            ,"21210"
"1001"  ,"90008035"   ,"414 Water St UNIT 2709, Baltimore, MD 21202"                       ,"204900"   ,"2"   ,"2"    ,"980"     ,"Baltimore"            ,"21202"
"1002"  ,"36613844"   ,"5100 Saint Georges Ave, Baltimore, MD 21212"                       ,"1e+05"    ,"3"   ,"2"    ,"1306"    ,"Baltimore"            ,"21212"
"1003"  ,"36608418"   ,"5622 Pilgrim Rd, Baltimore, MD 21214"                              ,"240000"   ,"5"   ,"2"    ,"1293"    ,"Baltimore"            ,"21214"
"1004"  ,"36605719"   ,"2303 Halcyon Ave, Baltimore, MD 21214"                             ,"145000"   ,"3"   ,"2"    ,"1520"    ,"Baltimore"            ,"21214"
"1005"  ,"36613555"   ,"819 Winston Ave, Baltimore, MD 21212"                              ,"199900"   ,"4"   ,"3"    ,"2917"    ,"Baltimore"            ,"21212"
"1006"  ,"36613893"   ,"508 Beaumont Ave, Baltimore, MD 21212"                             ,"4e+05"    ,"7"   ,"4"    ,"2400"    ,"Baltimore"            ,"21212"
"1007"  ,"36471605"   ,"4101 N Charles St, Baltimore, MD 21218"                            ,"1590000"  ,"6"   ,"5"    ,"5619"    ,"Baltimore"            ,"21218"
"1008"  ,"2061309868" ,"4629-4629.5 Keswick Rd #4631, Baltimore, MD 21210"                 ,"519000"   ,"2"   ,"3"    ,"1616"    ,"Baltimore"            ,"21210"
"1009"  ,"36599278"   ,"3807 Hayward Ave, Baltimore, MD 21215"                             ,"159000"   ,"3"   ,"2"    ,"0"       ,"Baltimore"            ,"21215"
"1010"  ,"2098452018" ,"501 W University Pkwy APT G3, Baltimore, MD 21210"                 ,"115000"   ,"2"   ,"1"    ,"0"       ,"Baltimore"            ,"21210"
"1011"  ,"36558903"   ,"704 S Highland Ave, Baltimore, MD 21224"                           ,"125000"   ,"3"   ,"2"    ,"2056"    ,"Baltimore"            ,"21224"
"1012"  ,"36603356"   ,"5706 Greenspring Ave, Baltimore, MD 21209"                         ,"355000"   ,"2"   ,"1"    ,"1260"    ,"Baltimore"            ,"21209"
"1013"  ,"36536079"   ,"32 W Montgomery St #C4, Baltimore, MD 21230"                       ,"40000"    ,"1"   ,"2"    ,"414"     ,"Baltimore"            ,"21230"
"1014"  ,"36603094"   ,"5605 Woodcrest Ave, Baltimore, MD 21215"                           ,"185000"   ,"5"   ,"2"    ,"1662"    ,"Baltimore"            ,"21215"
"1015"  ,"36535374"   ,"403 S Sharp St #R-2, Baltimore, MD 21201"                          ,"219000"   ,"2"   ,"2"    ,"910"     ,"Baltimore"            ,"21201"
"1016"  ,"36590938"   ,"1116 Bryn Mawr Rd, Baltimore, MD 21210"                            ,"999000"   ,"4"   ,"5"    ,"3200"    ,"Baltimore"            ,"21210"
"1017"  ,"36485160"   ,"4406 Falls Bridge Dr UNIT D, Baltimore, MD 21211"                  ,"70000"    ,"1"   ,"1"    ,"553"     ,"Baltimore"            ,"21211"
"1018"  ,"36621854"   ,"212 Saint Dunstans Rd, Baltimore, MD 21212"                        ,"749900"   ,"4"   ,"3"    ,"2477"    ,"Baltimore"            ,"21212"
"1019"  ,"36479843"   ,"3631 Ash St, Baltimore, MD 21211"                                  ,"349900"   ,"5"   ,"3"    ,"1800"    ,"Baltimore"            ,"21211"
"1020"  ,"36609738"   ,"2912 Chesley Ave, Baltimore, MD 21234"                             ,"385999"   ,"4"   ,"4"    ,"1750"    ,"Baltimore"            ,"21234"
"1021"  ,"36580256"   ,"4110 Southern Ave, Baltimore, MD 21206"                            ,"156500"   ,"3"   ,"2"    ,"1876"    ,"Baltimore"            ,"21206"
"1022"  ,"36566840"   ,"4400 Willshire Ave, Baltimore, MD 21206"                           ,"3e+05"    ,"4"   ,"2"    ,"2000"    ,"Baltimore"            ,"21206"
"1023"  ,"36457452"   ,"508 E 39th St, Baltimore, MD 21218"                                ,"309900"   ,"5"   ,"3"    ,"1700"    ,"Baltimore"            ,"21218"
"1024"  ,"36483802"   ,"701 W 33rd St, Baltimore, MD 21211"                                ,"439900"   ,"3"   ,"3"    ,"1800"    ,"Baltimore"            ,"21211"
"1025"  ,"36610300"   ,"2607 Creighton Ave, Baltimore, MD 21234"                           ,"240000"   ,"3"   ,"2"    ,"1180"    ,"Baltimore"            ,"21234"
"1026"  ,"36581661"   ,"3315 Mary Ave, Baltimore, MD 21214"                                ,"209999"   ,"3"   ,"3"    ,"1240"    ,"Baltimore"            ,"21214"
"1027"  ,"36592837"   ,"218 Ridgewood Rd, Baltimore, MD 21210"                             ,"1199900"  ,"8"   ,"6"    ,"6740"    ,"Baltimore"            ,"21210"
"1028"  ,"36607210"   ,"2805 Hamilton Ave, Baltimore, MD 21214"                            ,"289990"   ,"4"   ,"3"    ,"1416"    ,"Baltimore"            ,"21214"
"1029"  ,"67870492"   ,"1211 Light St UNIT 101, Baltimore, MD 21230"                       ,"205000"   ,"2"   ,"2"    ,"1051"    ,"Baltimore"            ,"21230"
"1030"  ,"36515681"   ,"906 N Warwick Ave, Baltimore, MD 21216"                            ,"124900"   ,"4"   ,"2"    ,"1500"    ,"Baltimore"            ,"21216"
"1031"  ,"36546817"   ,"1922 Breitwert Ave, Baltimore, MD 21230"                           ,"50000"    ,"4"   ,"2"    ,"2395"    ,"Baltimore"            ,"21230"
"1032"  ,"36590530"   ,"4814 Keswick Rd, Baltimore, MD 21210"                              ,"939000"   ,"5"   ,"5"    ,"4206"    ,"Baltimore"            ,"21210"
"1033"  ,"36470859"   ,"4000 N Charles St UNIT 1201, Baltimore, MD 21218"                  ,"259000"   ,"2"   ,"2"    ,"1212"    ,"Baltimore"            ,"21218"
"1034"  ,"36621000"   ,"4207 Saint Paul St, Baltimore, MD 21218"                           ,"1585000"  ,"5"   ,"5"    ,"5200"    ,"Baltimore"            ,"21218"
"1035"  ,"36585860"   ,"2804 Rueckert Ave, Baltimore, MD 21214"                            ,"315000"   ,"4"   ,"2"    ,"2055"    ,"Baltimore"            ,"21214"
"1036"  ,"36553810"   ,"1524 Hazel St, Baltimore, MD 21226"                                ,"150000"   ,"3"   ,"1"    ,"1120"    ,"Baltimore"            ,"21226"
"1037"  ,"36617291"   ,"6109 Parkway Dr, Baltimore, MD 21212"                              ,"205000"   ,"2"   ,"2"    ,"1708"    ,"Baltimore"            ,"21212"
"1038"  ,"36608700"   ,"6111 Fair Oaks Ave, Baltimore, MD 21214"                           ,"325000"   ,"4"   ,"3"    ,"1914"    ,"Baltimore"            ,"21214"
"1039"  ,"2063232812" ,"501 W University Pkwy APT A2, Baltimore, MD 21210"                 ,"275000"   ,"3"   ,"2"    ,"0"       ,"Baltimore"            ,"21210"
"1040"  ,"36591221"   ,"1 Bellemore Rd, Baltimore, MD 21210"                               ,"825000"   ,"5"   ,"4"    ,"5289"    ,"Baltimore"            ,"21210"
"1041"  ,"90008035"   ,"414 Water St UNIT 2709, Baltimore, MD 21202"                       ,"204900"   ,"2"   ,"2"    ,"980"     ,"Baltimore"            ,"21202"
"1042"  ,"36613844"   ,"5100 Saint Georges Ave, Baltimore, MD 21212"                       ,"1e+05"    ,"3"   ,"2"    ,"1306"    ,"Baltimore"            ,"21212"
"1043"  ,"36608418"   ,"5622 Pilgrim Rd, Baltimore, MD 21214"                              ,"240000"   ,"5"   ,"2"    ,"1293"    ,"Baltimore"            ,"21214"
"1044"  ,"36605719"   ,"2303 Halcyon Ave, Baltimore, MD 21214"                             ,"145000"   ,"3"   ,"2"    ,"1520"    ,"Baltimore"            ,"21214"
"1045"  ,"36613555"   ,"819 Winston Ave, Baltimore, MD 21212"                              ,"199900"   ,"4"   ,"3"    ,"2917"    ,"Baltimore"            ,"21212"
"1046"  ,"36613893"   ,"508 Beaumont Ave, Baltimore, MD 21212"                             ,"4e+05"    ,"7"   ,"4"    ,"2400"    ,"Baltimore"            ,"21212"
"1047"  ,"36471605"   ,"4101 N Charles St, Baltimore, MD 21218"                            ,"1590000"  ,"6"   ,"5"    ,"5619"    ,"Baltimore"            ,"21218"
"1048"  ,"2061309868" ,"4629-4629.5 Keswick Rd #4631, Baltimore, MD 21210"                 ,"519000"   ,"2"   ,"3"    ,"1616"    ,"Baltimore"            ,"21210"
"1049"  ,"36599278"   ,"3807 Hayward Ave, Baltimore, MD 21215"                             ,"159000"   ,"3"   ,"2"    ,"0"       ,"Baltimore"            ,"21215"
"1050"  ,"2098452018" ,"501 W University Pkwy APT G3, Baltimore, MD 21210"                 ,"115000"   ,"2"   ,"1"    ,"0"       ,"Baltimore"            ,"21210"
"1051"  ,"36558903"   ,"704 S Highland Ave, Baltimore, MD 21224"                           ,"125000"   ,"3"   ,"2"    ,"2056"    ,"Baltimore"            ,"21224"
"1052"  ,"36603356"   ,"5706 Greenspring Ave, Baltimore, MD 21209"                         ,"355000"   ,"2"   ,"1"    ,"1260"    ,"Baltimore"            ,"21209"
"1053"  ,"36536079"   ,"32 W Montgomery St #C4, Baltimore, MD 21230"                       ,"40000"    ,"1"   ,"2"    ,"414"     ,"Baltimore"            ,"21230"
"1054"  ,"36603094"   ,"5605 Woodcrest Ave, Baltimore, MD 21215"                           ,"185000"   ,"5"   ,"2"    ,"1662"    ,"Baltimore"            ,"21215"
"1055"  ,"36535374"   ,"403 S Sharp St #R-2, Baltimore, MD 21201"                          ,"219000"   ,"2"   ,"2"    ,"910"     ,"Baltimore"            ,"21201"
"1056"  ,"36590938"   ,"1116 Bryn Mawr Rd, Baltimore, MD 21210"                            ,"999000"   ,"4"   ,"5"    ,"3200"    ,"Baltimore"            ,"21210"
"1057"  ,"36485160"   ,"4406 Falls Bridge Dr UNIT D, Baltimore, MD 21211"                  ,"70000"    ,"1"   ,"1"    ,"553"     ,"Baltimore"            ,"21211"
"1058"  ,"36621854"   ,"212 Saint Dunstans Rd, Baltimore, MD 21212"                        ,"749900"   ,"4"   ,"3"    ,"2477"    ,"Baltimore"            ,"21212"
"1059"  ,"36479843"   ,"3631 Ash St, Baltimore, MD 21211"                                  ,"349900"   ,"5"   ,"3"    ,"1800"    ,"Baltimore"            ,"21211"
"1060"  ,"36609738"   ,"2912 Chesley Ave, Baltimore, MD 21234"                             ,"385999"   ,"4"   ,"4"    ,"1750"    ,"Baltimore"            ,"21234"
"1061"  ,"36580256"   ,"4110 Southern Ave, Baltimore, MD 21206"                            ,"156500"   ,"3"   ,"2"    ,"1876"    ,"Baltimore"            ,"21206"
"1062"  ,"36566840"   ,"4400 Willshire Ave, Baltimore, MD 21206"                           ,"3e+05"    ,"4"   ,"2"    ,"2000"    ,"Baltimore"            ,"21206"
"1063"  ,"36457452"   ,"508 E 39th St, Baltimore, MD 21218"                                ,"309900"   ,"5"   ,"3"    ,"1700"    ,"Baltimore"            ,"21218"
"1064"  ,"36483802"   ,"701 W 33rd St, Baltimore, MD 21211"                                ,"439900"   ,"3"   ,"3"    ,"1800"    ,"Baltimore"            ,"21211"
"1065"  ,"36610300"   ,"2607 Creighton Ave, Baltimore, MD 21234"                           ,"240000"   ,"3"   ,"2"    ,"1180"    ,"Baltimore"            ,"21234"
"1066"  ,"36581661"   ,"3315 Mary Ave, Baltimore, MD 21214"                                ,"209999"   ,"3"   ,"3"    ,"1240"    ,"Baltimore"            ,"21214"
"1067"  ,"36592837"   ,"218 Ridgewood Rd, Baltimore, MD 21210"                             ,"1199900"  ,"8"   ,"6"    ,"6740"    ,"Baltimore"            ,"21210"
"1068"  ,"36607210"   ,"2805 Hamilton Ave, Baltimore, MD 21214"                            ,"289990"   ,"4"   ,"3"    ,"1416"    ,"Baltimore"            ,"21214"
"1069"  ,"67870492"   ,"1211 Light St UNIT 101, Baltimore, MD 21230"                       ,"205000"   ,"2"   ,"2"    ,"1051"    ,"Baltimore"            ,"21230"
"1070"  ,"36515681"   ,"906 N Warwick Ave, Baltimore, MD 21216"                            ,"124900"   ,"4"   ,"2"    ,"1500"    ,"Baltimore"            ,"21216"
"1071"  ,"36546817"   ,"1922 Breitwert Ave, Baltimore, MD 21230"                           ,"50000"    ,"4"   ,"2"    ,"2395"    ,"Baltimore"            ,"21230"
"1072"  ,"36590530"   ,"4814 Keswick Rd, Baltimore, MD 21210"                              ,"939000"   ,"5"   ,"5"    ,"4206"    ,"Baltimore"            ,"21210"
"1073"  ,"36470859"   ,"4000 N Charles St UNIT 1201, Baltimore, MD 21218"                  ,"259000"   ,"2"   ,"2"    ,"1212"    ,"Baltimore"            ,"21218"
"1074"  ,"36621000"   ,"4207 Saint Paul St, Baltimore, MD 21218"                           ,"1585000"  ,"5"   ,"5"    ,"5200"    ,"Baltimore"            ,"21218"
"1075"  ,"36585860"   ,"2804 Rueckert Ave, Baltimore, MD 21214"                            ,"315000"   ,"4"   ,"2"    ,"2055"    ,"Baltimore"            ,"21214"
"1076"  ,"36553810"   ,"1524 Hazel St, Baltimore, MD 21226"                                ,"150000"   ,"3"   ,"1"    ,"1120"    ,"Baltimore"            ,"21226"
"1077"  ,"36617291"   ,"6109 Parkway Dr, Baltimore, MD 21212"                              ,"205000"   ,"2"   ,"2"    ,"1708"    ,"Baltimore"            ,"21212"
"1078"  ,"36608700"   ,"6111 Fair Oaks Ave, Baltimore, MD 21214"                           ,"325000"   ,"4"   ,"3"    ,"1914"    ,"Baltimore"            ,"21214"
"1079"  ,"2063232812" ,"501 W University Pkwy APT A2, Baltimore, MD 21210"                 ,"275000"   ,"3"   ,"2"    ,"0"       ,"Baltimore"            ,"21210"
"1080"  ,"36591221"   ,"1 Bellemore Rd, Baltimore, MD 21210"                               ,"825000"   ,"5"   ,"4"    ,"5289"    ,"Baltimore"            ,"21210"
"1081"  ,"90008035"   ,"414 Water St UNIT 2709, Baltimore, MD 21202"                       ,"204900"   ,"2"   ,"2"    ,"980"     ,"Baltimore"            ,"21202"
"1082"  ,"36613844"   ,"5100 Saint Georges Ave, Baltimore, MD 21212"                       ,"1e+05"    ,"3"   ,"2"    ,"1306"    ,"Baltimore"            ,"21212"
"1083"  ,"36608418"   ,"5622 Pilgrim Rd, Baltimore, MD 21214"                              ,"240000"   ,"5"   ,"2"    ,"1293"    ,"Baltimore"            ,"21214"
"1084"  ,"36605719"   ,"2303 Halcyon Ave, Baltimore, MD 21214"                             ,"145000"   ,"3"   ,"2"    ,"1520"    ,"Baltimore"            ,"21214"
"1085"  ,"36613555"   ,"819 Winston Ave, Baltimore, MD 21212"                              ,"199900"   ,"4"   ,"3"    ,"2917"    ,"Baltimore"            ,"21212"
"1086"  ,"36613893"   ,"508 Beaumont Ave, Baltimore, MD 21212"                             ,"4e+05"    ,"7"   ,"4"    ,"2400"    ,"Baltimore"            ,"21212"
"1087"  ,"36471605"   ,"4101 N Charles St, Baltimore, MD 21218"                            ,"1590000"  ,"6"   ,"5"    ,"5619"    ,"Baltimore"            ,"21218"
"1088"  ,"2061309868" ,"4629-4629.5 Keswick Rd #4631, Baltimore, MD 21210"                 ,"519000"   ,"2"   ,"3"    ,"1616"    ,"Baltimore"            ,"21210"
"1089"  ,"36599278"   ,"3807 Hayward Ave, Baltimore, MD 21215"                             ,"159000"   ,"3"   ,"2"    ,"0"       ,"Baltimore"            ,"21215"
"1090"  ,"2098452018" ,"501 W University Pkwy APT G3, Baltimore, MD 21210"                 ,"115000"   ,"2"   ,"1"    ,"0"       ,"Baltimore"            ,"21210"
"1091"  ,"36558903"   ,"704 S Highland Ave, Baltimore, MD 21224"                           ,"125000"   ,"3"   ,"2"    ,"2056"    ,"Baltimore"            ,"21224"
"1092"  ,"36603356"   ,"5706 Greenspring Ave, Baltimore, MD 21209"                         ,"355000"   ,"2"   ,"1"    ,"1260"    ,"Baltimore"            ,"21209"
"1093"  ,"36536079"   ,"32 W Montgomery St #C4, Baltimore, MD 21230"                       ,"40000"    ,"1"   ,"2"    ,"414"     ,"Baltimore"            ,"21230"
"1094"  ,"36603094"   ,"5605 Woodcrest Ave, Baltimore, MD 21215"                           ,"185000"   ,"5"   ,"2"    ,"1662"    ,"Baltimore"            ,"21215"
"1095"  ,"36535374"   ,"403 S Sharp St #R-2, Baltimore, MD 21201"                          ,"219000"   ,"2"   ,"2"    ,"910"     ,"Baltimore"            ,"21201"
"1096"  ,"36590938"   ,"1116 Bryn Mawr Rd, Baltimore, MD 21210"                            ,"999000"   ,"4"   ,"5"    ,"3200"    ,"Baltimore"            ,"21210"
"1097"  ,"36485160"   ,"4406 Falls Bridge Dr UNIT D, Baltimore, MD 21211"                  ,"70000"    ,"1"   ,"1"    ,"553"     ,"Baltimore"            ,"21211"
"1098"  ,"36621854"   ,"212 Saint Dunstans Rd, Baltimore, MD 21212"                        ,"749900"   ,"4"   ,"3"    ,"2477"    ,"Baltimore"            ,"21212"
