""      ,"ZPID"       ,"address"                                                           ,"price"    ,"bed" ,"bath" ,"Sq.Feet" ,"city"                 ,"zip-code"
"6228"  ,"244441577"  ,"3279 Hull Avenue UNIT 24, BRONX, NY 10467"                         ,"165000"   ,"2"   ,"1"    ,"900"     ,"Bronx"                ,"10467"
"6229"  ,"244737233"  ,"523 W 143rd St APT 3C, New York, NY 10031"                         ,"5e+05"    ,"4"   ,"2"    ,"1175"    ,"New York"             ,"10031"
"6230"  ,"30623230"   ,"338 Humboldt St, Brooklyn, NY 11211"                               ,"2695000"  ,"3"   ,"3"    ,"1900"    ,"Brooklyn"             ,"11211"
"6231"  ,"31946715"   ,"2234 27th St, Long Island City, NY 11105"                          ,"999000"   ,"4"   ,"3"    ,"2000"    ,"Long Island City"     ,"11105"
"6232"  ,"2061225254" ,"534 Buchanan Ave #32, Staten Island, NY 10314"                     ,"385900"   ,"3"   ,"1"    ,"920"     ,"Staten Island"        ,"10314"
"6233"  ,"68311787"   ,"3407 Bruner Avenue, BRONX, NY 10469"                               ,"404900"   ,"5"   ,"4"    ,"2400"    ,"Bronx"                ,"10469"
"6234"  ,"32228483"   ,"431 Beach 144th Street, Neponsit, NY 11694"                        ,"939000"   ,"2"   ,"2"    ,"0"       ,"Far Rockaway"         ,"11694"
"6235"  ,"32367637"   ,"11 Knox St, Staten Island, NY 10309"                               ,"999000"   ,"6"   ,"2"    ,"2150"    ,"Staten Island"        ,"10309"
"6236"  ,"30745094"   ,"2155 E 28th St, Brooklyn, NY 11229"                                ,"838000"   ,"2"   ,"2"    ,"1524"    ,"Brooklyn"             ,"11229"
"6237"  ,"30672791"   ,"324 Caton Ave, Brooklyn, NY 11218"                                 ,"2250000"  ,"3"   ,"3"    ,"2280"    ,"Brooklyn"             ,"11218"
"6238"  ,"2080536047" ,"15 Central Park W PENTHOUSE 41, New York, NY 10023"                ,"4.5e+07"  ,"4"   ,"4"    ,"4024"    ,"New York"             ,"10023"
"6239"  ,"30623168"   ,"284 Manhattan Ave, Brooklyn, NY 11211"                             ,"1990000"  ,"4"   ,"3"    ,"2469"    ,"Brooklyn"             ,"11211"
"6240"  ,"32286578"   ,"83 Glenwood Ave, Staten Island, NY 10301"                          ,"880000"   ,"2"   ,"2"    ,"2392"    ,"Staten Island"        ,"10301"
"6241"  ,"32339294"   ,"147 Wolverine St, Staten Island, NY 10306"                         ,"6e+05"    ,"3"   ,"1"    ,"1144"    ,"Staten Island"        ,"10306"
"6242"  ,"2064156006" ,"102-30 66th Rd #1H, Forest Hills, NY 11375"                        ,"425000"   ,"2"   ,"1"    ,"975"     ,"Forest Hills"         ,"11375"
"6243"  ,"30631729"   ,"1935 Strauss St, Brooklyn, NY 11212"                               ,"699000"   ,"4"   ,"3"    ,"1620"    ,"Brooklyn"             ,"11212"
"6244"  ,"2060977121" ,"883 E 165th St APT 4F, Bronx, NY 10459"                            ,"170000"   ,"1"   ,"1"    ,"0"       ,"Bronx"                ,"10459"
"6245"  ,"62649245"   ,"6652 Avenue M, Brooklyn, NY 11234"                                 ,"659000"   ,"2"   ,"2"    ,"2400"    ,"Brooklyn"             ,"11234"
"6246"  ,"2060885300" ,"31 Jane St APT 15B, New York, NY 10014"                            ,"1440000"  ,"1"   ,"1"    ,"0"       ,"New York"             ,"10014"
"6247"  ,"29796556"   ,"2035 Chatterton Avenue, BRONX, NY 10472"                           ,"725000"   ,"3"   ,"2"    ,"2256"    ,"Bronx"                ,"10472"
"6248"  ,"32358596"   ,"20 Gold Ave, Staten Island, NY 10312"                              ,"679000"   ,"3"   ,"3"    ,"1440"    ,"Staten Island"        ,"10312"
"6249"  ,"2061538243" ,"475 Armstrong Ave #1C, Staten Island, NY 10308"                    ,"239000"   ,"2"   ,"1"    ,"900"     ,"Staten Island"        ,"10308"
"6250"  ,"2060955441" ,"758A Quincy Ave, Bronx, NY 10465"                                  ,"969000"   ,"8"   ,"5"    ,"2320"    ,"Bronx"                ,"10465"
"6251"  ,"2078332958" ,"502 9th Ave #E, New York, NY 10018"                                ,"2495000"  ,"3"   ,"3"    ,"1321"    ,"New York"             ,"10018"
"6252"  ,"32315965"   ,"11 Windham Loop APT 2KK, Staten Island, NY 10314"                  ,"318000"   ,"1"   ,"1"    ,"755"     ,"Staten Island"        ,"10314"
"6253"  ,"79713438"   ,"1170 Ocean Pkwy APT 7A, Brooklyn, NY 11230"                        ,"129000"   ,"0"   ,"1"    ,"500"     ,"Brooklyn"             ,"11230"
"6254"  ,"32333951"   ,"592 Lincoln Ave, Staten Island, NY 10306"                          ,"349999"   ,"2"   ,"1"    ,"560"     ,"Staten Island"        ,"10306"
"6255"  ,"30711900"   ,"8617 16th Ave, Brooklyn, NY 11214"                                 ,"1188000"  ,"3"   ,"2"    ,"1492"    ,"Brooklyn"             ,"11214"
"6256"  ,"32286384"   ,"151 Bertha Pl, Staten Island, NY 10301"                            ,"2800000"  ,"5"   ,"9"    ,"4900"    ,"Staten Island"        ,"10301"
"6257"  ,"79512738"   ,"1832 George St APT 1B, Ridgewood, NY 11385"                        ,"599000"   ,"2"   ,"2"    ,"950"     ,"Ridgewood"            ,"11385"
"6258"  ,"143088015"  ,"109 Waverly Pl, New York, NY 10011"                                ,"24950000" ,"8"   ,"8"    ,"8300"    ,"New York"             ,"10011"
"6259"  ,"79744577"   ,"186 Flagg Pl, Staten Island, NY 10304"                             ,"3650000"  ,"5"   ,"9"    ,"7182"    ,"Staten Island"        ,"10304"
"6260"  ,"2061482077" ,"630 E 14th St APT 16, New York, NY 10009"                          ,"399000"   ,"1"   ,"1"    ,"450"     ,"New York"             ,"10009"
"6261"  ,"2061162300" ,"160-11 29th Avenue, Flushing, NY 11358"                            ,"2280000"  ,"5"   ,"7"    ,"0"       ,"Flushing"             ,"11358"
"6262"  ,"30643852"   ,"85 McKinley Ave, Brooklyn, NY 11208"                               ,"779000"   ,"5"   ,"3"    ,"1760"    ,"Brooklyn"             ,"11208"
"6263"  ,"2061541364" ,"150-36 Sullivan Drive, Whitestone, NY 11357"                       ,"2680000"  ,"5"   ,"5"    ,"3045"    ,"Whitestone"           ,"11357"
"6264"  ,"2061700189" ,"42-28 214th Pl #2C, Bayside, NY 11361"                             ,"780000"   ,"3"   ,"2"    ,"1454"    ,"Bayside"              ,"11361"
"6265"  ,"55500699"   ,"20 Greene St APT 6A, New York, NY 10013"                           ,"16950000" ,"3"   ,"4"    ,"4300"    ,"New York"             ,"10013"
"6266"  ,"31499500"   ,"13 Gay St, New York, NY 10014"                                     ,"7500000"  ,"6"   ,"4"    ,"2660"    ,"New York"             ,"10014"
"6267"  ,"32376135"   ,"7382 E Amboy Rd #D, Staten Island, NY 10307"                       ,"319000"   ,"3"   ,"3"    ,"1233"    ,"Staten Island"        ,"10307"
"6268"  ,"30667805"   ,"2156 Beverley Rd, Brooklyn, NY 11226"                              ,"750000"   ,"4"   ,"2"    ,"1500"    ,"Brooklyn"             ,"11226"
"6269"  ,"32298985"   ,"77 Ronald Ave, Staten Island, NY 10303"                            ,"640000"   ,"3"   ,"2"    ,"1205"    ,"Staten Island"        ,"10303"
"6270"  ,"32288819"   ,"245 Laguardia Ave, Staten Island, NY 10314"                        ,"8e+05"    ,"5"   ,"3"    ,"2228"    ,"Staten Island"        ,"10314"
"6271"  ,"32310669"   ,"32 Jones St, Staten Island, NY 10314"                              ,"699000"   ,"2"   ,"2"    ,"1528"    ,"Staten Island"        ,"10314"
"6272"  ,"32344309"   ,"154 Fox Lane, Staten Island, NY 10306"                             ,"299000"   ,"2"   ,"1"    ,"736"     ,"Staten Island"        ,"10306"
"6273"  ,"244466256"  ,"941 Jerome Ave APT 8E, Bronx, NY 10452"                            ,"1e+05"    ,"0"   ,"1"    ,"500"     ,"Bronx"                ,"10452"
"6274"  ,"32351001"   ,"34 Mayberry Promenade, Staten Island, NY 10312"                    ,"599000"   ,"4"   ,"2"    ,"2300"    ,"Staten Island"        ,"10312"
"6275"  ,"32284881"   ,"24 Grove St, Staten Island, NY 10304"                              ,"218000"   ,"3"   ,"3"    ,"1440"    ,"Staten Island"        ,"10304"
"6276"  ,"2062464316" ,"184-53 Cambridge Road, Jamaica Estates, NY 11432"                  ,"1880000"  ,"4"   ,"3"    ,"4270"    ,"Jamaica"              ,"11432"
"6277"  ,"2061017239" ,"224 Hall St, Brooklyn, NY 11205"                                   ,"1700000"  ,"2"   ,"2"    ,"2715"    ,"Brooklyn"             ,"11205"
"6278"  ,"32058856"   ,"2928 203rd St, Flushing, NY 11360"                                 ,"1600000"  ,"6"   ,"5"    ,"3200"    ,"Flushing"             ,"11360"
"6279"  ,"29783234"   ,"771 E 169th St, Bronx, NY 10456"                                   ,"380000"   ,"6"   ,"3"    ,"3627"    ,"Bronx"                ,"10456"
"6280"  ,"30608020"   ,"578 Lafayette Ave, Brooklyn, NY 11205"                             ,"2895000"  ,"5"   ,"6"    ,"4000"    ,"Brooklyn"             ,"11205"
"6281"  ,"32316175"   ,"1798 Forest Hill Rd, Staten Island, NY 10314"                      ,"389999"   ,"2"   ,"2"    ,"1008"    ,"Staten Island"        ,"10314"
"6282"  ,"29839537"   ,"1903 Nereid Ave, Bronx, NY 10466"                                  ,"515000"   ,"3"   ,"2"    ,"1064"    ,"Bronx"                ,"10466"
"6283"  ,"95288086"   ,"80-35 Springfield Blvd #2G, Queens Village, NY 11427"              ,"345000"   ,"2"   ,"1"    ,"1075"    ,"Queens Village"       ,"11427"
"6284"  ,"2066501241" ,"120 Java St #1A, Brooklyn, NY 11222"                               ,"750000"   ,"1"   ,"1"    ,"499"     ,"Brooklyn"             ,"11222"
"6285"  ,"32353036"   ,"23 E Figurea Ave, Staten Island, NY 10308"                         ,"550000"   ,"4"   ,"3"    ,"1880"    ,"Staten Island"        ,"10308"
"6286"  ,"2062343879" ,"102-27 James Drive, Howard Beach, NY 11414"                        ,"399000"   ,"2"   ,"1"    ,"800"     ,"Howard Beach"         ,"11414"
"6287"  ,"143087920"  ,"80 Washington Pl, New York, NY 10011"                              ,"24995000" ,"6"   ,"8"    ,"8757"    ,"New York"             ,"10011"
"6288"  ,"244698145"  ,"27 E 65th St APT 8F, New York, NY 10065"                           ,"669000"   ,"2"   ,"2"    ,"0"       ,"New York"             ,"10065"
"6289"  ,"32338795"   ,"117 Riedel Ave, Staten Island, NY 10306"                           ,"779900"   ,"3"   ,"3"    ,"1720"    ,"Staten Island"        ,"10306"
"6290"  ,"59821319"   ,"247 Swinnerton St, Staten Island, NY 10307"                        ,"1299000"  ,"5"   ,"4"    ,"2736"    ,"Staten Island"        ,"10307"
"6291"  ,"30609793"   ,"334 Putnam Ave, Brooklyn, NY 11216"                                ,"949000"   ,"5"   ,"4"    ,"2911"    ,"Brooklyn"             ,"11216"
"6292"  ,"31994419"   ,"8270 Eliot Ave, Flushing, NY 11379"                                ,"789000"   ,"3"   ,"2"    ,"1080"    ,"Flushing"             ,"11379"
"6293"  ,"80008501"   ,"15 Central Park W PENTHOUSE 43, New York, NY 10023"                ,"57500000" ,"3"   ,"6"    ,"4739"    ,"New York"             ,"10023"
"6294"  ,"2075635926" ,"17 Pennsylvania Ave #16, Brooklyn, NY 11207"                       ,"225000"   ,"3"   ,"1"    ,"700"     ,"Brooklyn"             ,"11207"
"6295"  ,"30787729"   ,"2712 Arkansas Dr, Brooklyn, NY 11234"                              ,"1429000"  ,"3"   ,"3"    ,"2900"    ,"Brooklyn"             ,"11234"
"6296"  ,"321047574"  ,"318 W 20th St, New York, NY 10011"                                 ,"2e+07"    ,"6"   ,"9"    ,"8200"    ,"New York"             ,"10011"
"6297"  ,"30772035"   ,"1327 E 88th St, Brooklyn, NY 11236"                                ,"674900"   ,"6"   ,"3"    ,"2292"    ,"Brooklyn"             ,"11236"
"6298"  ,"32085343"   ,"58-07 Oceania Street, Bayside, NY 11364"                           ,"1880000"  ,"4"   ,"5"    ,"2315"    ,"Oakland Gardens"      ,"11364"
"6299"  ,"95064590"   ,"2090 Madison Ave APT 4B, New York, NY 10037"                       ,"260000"   ,"2"   ,"1"    ,"750"     ,"New York"             ,"10037"
"6300"  ,"294925507"  ,"1 Ascan Ave APT 25, Forest Hills, NY 11375"                        ,"848000"   ,"3"   ,"2"    ,"1200"    ,"Forest Hills"         ,"11375"
"6301"  ,"30693306"   ,"7109 Ridge Ct, Brooklyn, NY 11209"                                 ,"975000"   ,"3"   ,"2"    ,"1048"    ,"Brooklyn"             ,"11209"
"6302"  ,"244764495"  ,"46 Commerce St #5, New York, NY 10014"                             ,"999000"   ,"0"   ,"1"    ,"0"       ,"New York"             ,"10014"
"6303"  ,"30782283"   ,"2071 E 72nd Street, Bergen Beach, NY 11234"                        ,"694990"   ,"3"   ,"3"    ,"0"       ,"Brooklyn"             ,"11234"
"6304"  ,"32336832"   ,"2736 Amboy Rd, Staten Island, NY 10306"                            ,"895000"   ,"4"   ,"3"    ,"2088"    ,"Staten Island"        ,"10306"
"6305"  ,"2061194513" ,"14-41 159th Street, Whitestone, NY 11357"                          ,"3288000"  ,"5"   ,"6"    ,"4112"    ,"Whitestone"           ,"11357"
"6306"  ,"30742365"   ,"1920 E 27th St, Brooklyn, NY 11229"                                ,"1125000"  ,"3"   ,"2"    ,"1162"    ,"Brooklyn"             ,"11229"
"6307"  ,"72532037"   ,"218 E 82nd St APT 5RE, New York, NY 10028"                         ,"350000"   ,"1"   ,"1"    ,"500"     ,"New York"             ,"10028"
"6308"  ,"2121750837" ,"173 Bleecker St APT 8, New York, NY 10012"                         ,"599000"   ,"1"   ,"1"    ,"0"       ,"New York"             ,"10012"
"6309"  ,"83044737"   ,"1830 Bath Ave #A301, Brooklyn, NY 11214"                           ,"789000"   ,"3"   ,"2"    ,"1300"    ,"Brooklyn"             ,"11214"
"6310"  ,"2146836542" ,"5 W 54th St, New York, NY 10019"                                   ,"3.5e+07"  ,"0"   ,"6"    ,"14966"   ,"New York"             ,"10019"
"6311"  ,"2065409967" ,"191-68 115th Road, Saint Albans, NY 11412"                         ,"799000"   ,"7"   ,"5"    ,"0"       ,"Saint Albans"         ,"11412"
"6312"  ,"32306325"   ,"56 Selvin Loop, Staten Island, NY 10303"                           ,"399900"   ,"3"   ,"2"    ,"999"     ,"Staten Island"        ,"10303"
"6313"  ,"2061209846" ,"18 Jules Dr #A, Staten Island, NY 10314"                           ,"474900"   ,"3"   ,"2"    ,"1181"    ,"Staten Island"        ,"10314"
"6314"  ,"29852650"   ,"4560 Delafield Ave, Bronx, NY 10471"                               ,"1750000"  ,"4"   ,"5"    ,"4066"    ,"Bronx"                ,"10471"
"6315"  ,"32348104"   ,"27 David St, Staten Island, NY 10308"                              ,"599000"   ,"3"   ,"2"    ,"1032"    ,"Staten Island"        ,"10308"
"6316"  ,"31963434"   ,"3550 88th St, Flushing, NY 11372"                                  ,"1325000"  ,"3"   ,"3"    ,"1425"    ,"Flushing"             ,"11372"
"6317"  ,"2060895790" ,"99-20 218th Street, Jamaica, NY 11429"                             ,"489000"   ,"3"   ,"2"    ,"0"       ,"Queens Village"       ,"11429"
"6318"  ,"32284912"   ,"465 Van Duzer St, Staten Island, NY 10304"                         ,"599000"   ,"5"   ,"4"    ,"2775"    ,"Staten Island"        ,"10304"
"6319"  ,"244704854"  ,"208 E 84th St APT 3B, New York, NY 10028"                          ,"499000"   ,"2"   ,"1"    ,"36160"   ,"New York"             ,"10028"
"6320"  ,"32174795"   ,"11747 133rd St, Jamaica, NY 11420"                                 ,"501000"   ,"6"   ,"3"    ,"1980"    ,"Jamaica"              ,"11420"
"6321"  ,"2062663940" ,"1 N Moore St #PENTHOUSE, New York, NY 10013"                       ,"3e+07"    ,"4"   ,"5"    ,"5500"    ,"New York"             ,"10013"
"6322"  ,"32300039"   ,"339 Union Ave #31, Staten Island, NY 10303"                        ,"325000"   ,"3"   ,"3"    ,"1677"    ,"Staten Island"        ,"10303"
"6323"  ,"31944415"   ,"20-49 41st Street, Astoria, NY 11105"                              ,"999000"   ,"3"   ,"2"    ,"1144"    ,"Long Island City"     ,"11105"
"6324"  ,"29808693"   ,"1507 Metropolitan Avenue UNIT Md, BRONX, NY 10462"                 ,"199999"   ,"2"   ,"1"    ,"0"       ,"Bronx"                ,"10462"
"6325"  ,"2071024276" ,"6120 Grand Central Pkwy APT C802, Forest Hills, NY 11375"          ,"345000"   ,"2"   ,"1"    ,"1000"    ,"Forest Hills"         ,"11375"
"6326"  ,"2061660537" ,"125 Fulton St #1, Staten Island, NY 10304"                         ,"331600"   ,"3"   ,"2"    ,"954"     ,"Staten Island"        ,"10304"
"6327"  ,"244760712"  ,"571 Park Ave #603, New York, NY 10065"                             ,"350000"   ,"1"   ,"1"    ,"800"     ,"New York"             ,"10065"
"6328"  ,"32058270"   ,"215-40 27th Avenue, Bayside, NY 11360"                             ,"5699999"  ,"9"   ,"9"    ,"0"       ,"Bayside"              ,"11360"
"6329"  ,"32364875"   ,"97 Bennett Ave, Staten Island, NY 10312"                           ,"649998"   ,"4"   ,"2"    ,"1344"    ,"Staten Island"        ,"10312"
"6330"  ,"32145900"   ,"188-07 87th Drive, Jamaica Estates, NY 11432"                      ,"889000"   ,"4"   ,"3"    ,"1725"    ,"Jamaica"              ,"11423"
"6331"  ,"32004990"   ,"5 Cranford St, Forest Hills Gardens, NY 11375"                     ,"2198000"  ,"6"   ,"3"    ,"3194"    ,"Forest Hills Gardens" ,"11375"
"6332"  ,"2064285151" ,"2630 Kingsbridge Terrace UNIT 7V - 7VA, BRONX, NY 10463"           ,"269900"   ,"3"   ,"2"    ,"1127"    ,"Bronx"                ,"10463"
"6333"  ,"245064833"  ,"2555 E 12th St APT 6A, Brooklyn, NY 11235"                         ,"339000"   ,"2"   ,"2"    ,"1000"    ,"Brooklyn"             ,"11235"
"6334"  ,"32374304"   ,"31 Savona Ct, Staten Island, NY 10309"                             ,"1699000"  ,"5"   ,"5"    ,"4030"    ,"Staten Island"        ,"10309"
"6335"  ,"31523600"   ,"3 Riverside Dr, New York, NY 10023"                                ,"12995000" ,"9"   ,"11"   ,"19250"   ,"New York"             ,"10023"
"6336"  ,"121801412"  ,"3751 Riverdale Ave #B, Bronx, NY 10463"                            ,"1150000"  ,"3"   ,"3"    ,"1865"    ,"Bronx"                ,"10463"
"6337"  ,"32163286"   ,"223-16 109th Avenue, Queens Village, NY 11429"                     ,"685000"   ,"4"   ,"2"    ,"3800"    ,"Jamaica"              ,"11429"
"6338"  ,"32220731"   ,"829 Meehan Ave, Far Rockaway, NY 11691"                            ,"750000"   ,"5"   ,"3"    ,"2106"    ,"Far Rockaway"         ,"11691"
"6339"  ,"2061449393" ,"875 W 181st St #1EF, New York, NY 10033"                           ,"999000"   ,"4"   ,"2"    ,"1465"    ,"New York"             ,"10033"
"6340"  ,"2061001201" ,"25-37 90th Street, East Elmhurst, NY 11369"                        ,"1050000"  ,"6"   ,"3"    ,"1716"    ,"East Elmhurst"        ,"11369"
"6341"  ,"32338869"   ,"53 Barbara St, Staten Island, NY 10306"                            ,"599999"   ,"4"   ,"3"    ,"1400"    ,"Staten Island"        ,"10306"
"6342"  ,"32355970"   ,"320 Wainwright Ave, Staten Island, NY 10312"                       ,"1088000"  ,"4"   ,"5"    ,"2400"    ,"Staten Island"        ,"10312"
"6343"  ,"32170277"   ,"13710 94th St, Jamaica, NY 11417"                                  ,"899000"   ,"5"   ,"5"    ,"1536"    ,"Jamaica"              ,"11417"
"6344"  ,"83055467"   ,"66 Chart Loop, Staten Island, NY 10309"                            ,"749500"   ,"2"   ,"3"    ,"2490"    ,"Staten Island"        ,"10309"
"6345"  ,"32003351"   ,"6848 Dartmouth St, Forest Hills, NY 11375"                         ,"1150000"  ,"4"   ,"2"    ,"1782"    ,"Forest Hills"         ,"11375"
"6346"  ,"32003310"   ,"6853 Fleet St, Forest Hills, NY 11375"                             ,"1599000"  ,"3"   ,"4"    ,"2840"    ,"Forest Hills"         ,"11375"
"6347"  ,"244441486"  ,"4380 Vireo Ave APT 3I, Bronx, NY 10470"                            ,"158000"   ,"2"   ,"1"    ,"0"       ,"Bronx"                ,"10470"
"6348"  ,"32316623"   ,"85 Elmwood Park Dr APT 43, Staten Island, NY 10314"                ,"475000"   ,"2"   ,"1"    ,"1404"    ,"Staten Island"        ,"10314"
"6349"  ,"112331193"  ,"6 Burns St APT G14, Forest Hills, NY 11375"                        ,"229000"   ,"0"   ,"1"    ,"425"     ,"Forest Hills"         ,"11375"
"6350"  ,"79508356"   ,"116 Pinehurst Ave APT R32, New York, NY 10033"                     ,"395000"   ,"1"   ,"1"    ,"800"     ,"New York"             ,"10033"
"6351"  ,"122274768"  ,"157 W 57th St PENTHOUSE 88, New York, NY 10019"                    ,"4.5e+07"  ,"5"   ,"5"    ,"6231"    ,"New York"             ,"10019"
"6352"  ,"32305753"   ,"198 Regis Dr, Staten Island, NY 10314"                             ,"749000"   ,"5"   ,"3"    ,"2112"    ,"Staten Island"        ,"10314"
"6353"  ,"31962435"   ,"3210 93rd St, Flushing, NY 11369"                                  ,"640000"   ,"3"   ,"2"    ,"1480"    ,"Flushing"             ,"11369"
"6354"  ,"32292746"   ,"361 Bradley Ave, Staten Island, NY 10314"                          ,"599000"   ,"3"   ,"3"    ,"1200"    ,"Staten Island"        ,"10314"
"6355"  ,"2060966227" ,"118-07 222nd Street, Cambria Heights, NY 11411"                    ,"699000"   ,"4"   ,"3"    ,"1575"    ,"Cambria Heights"      ,"11411"
"6356"  ,"29780906"   ,"1046 Faile Street UNIT 1046C, BRONX, NY 10459"                     ,"263000"   ,"3"   ,"2"    ,"843"     ,"Bronx"                ,"10459"
"6357"  ,"32005689"   ,"11633 Union Tpke, Forest Hills, NY 11375"                          ,"1895000"  ,"4"   ,"3"    ,"2472"    ,"Forest Hills"         ,"11375"
"6358"  ,"32217581"   ,"16118 96th St, Jamaica, NY 11414"                                  ,"798000"   ,"4"   ,"3"    ,"1500"    ,"Jamaica"              ,"11414"
"6359"  ,"32294692"   ,"14 Peter Ct, Staten Island, NY 10304"                              ,"4998888"  ,"6"   ,"8"    ,"13500"   ,"Staten Island"        ,"10304"
"6360"  ,"216138617"  ,"2265 Gerritsen Ave APT 5L, Brooklyn, NY 11229"                     ,"399000"   ,"3"   ,"2"    ,"1200"    ,"Brooklyn"             ,"11229"
"6361"  ,"321906118"  ,"312 W 49th Street UNIT 2RE, New York, NY 10019"                    ,"3e+05"    ,"1"   ,"1"    ,"0"       ,"New York"             ,"10019"
"6362"  ,"30777260"   ,"1809 Rockaway Pkwy, Brooklyn, NY 11236"                            ,"4e+05"    ,"4"   ,"2"    ,"720"     ,"Brooklyn"             ,"11236"
"6363"  ,"32293189"   ,"282 Douglas Rd, Staten Island, NY 10304"                           ,"999000"   ,"5"   ,"4"    ,"2952"    ,"Staten Island"        ,"10304"
"6364"  ,"31506394"   ,"105 E 16th St, New York, NY 10003"                                 ,"5750000"  ,"2"   ,"1"    ,"42067"   ,"New York"             ,"10003"
"6365"  ,"2072205675" ,"99-60 63 Rd UNIT 11R, Rego Park, NY 11374"                         ,"249000"   ,"1"   ,"1"    ,"700"     ,"Rego Park"            ,"11374"
"6366"  ,"29789083"   ,"98 E 237th Street, BRONX, NY 10470"                                ,"1500000"  ,"4"   ,"6"    ,"3084"    ,"Bronx"                ,"10470"
"6367"  ,"30606175"   ,"484 Decatur St, Brooklyn, NY 11233"                                ,"1350000"  ,"6"   ,"3"    ,"2964"    ,"Brooklyn"             ,"11233"
"6368"  ,"29834734"   ,"1116 E 232nd Street, BRONX, NY 10466"                              ,"649000"   ,"6"   ,"3"    ,"1996"    ,"Bronx"                ,"10466"
"6369"  ,"300077791"  ,"23 Wyckoff St, Brooklyn, NY 11201"                                 ,"2099000"  ,"2"   ,"2"    ,"1199"    ,"Brooklyn"             ,"11201"
"6370"  ,"30668618"   ,"340 E 26th St, Brooklyn, NY 11226"                                 ,"875000"   ,"4"   ,"2"    ,"1488"    ,"Brooklyn"             ,"11226"
"6371"  ,"53848857"   ,"3904 N Juneau St, Portland, OR 97217"                              ,"289000"   ,"3"   ,"1"    ,"1150"    ,"Portland"             ,"97217"
"6372"  ,"48614800"   ,"1725 NW Jenne Ave, Portland, OR 97229"                             ,"599000"   ,"4"   ,"3"    ,"1883"    ,"Portland"             ,"97229"
"6373"  ,"53824276"   ,"3630 SE Crystal Springs Blvd, Portland, OR 97202"                  ,"749900"   ,"4"   ,"3"    ,"2930"    ,"Portland"             ,"97202"
"6374"  ,"53892776"   ,"3621 SW Humphrey Blvd, Portland, OR 97221"                         ,"949000"   ,"5"   ,"4"    ,"4399"    ,"Portland"             ,"97221"
"6375"  ,"53996641"   ,"14125 NW Germantown Rd, Portland, OR 97231"                        ,"5e+06"    ,"6"   ,"6"    ,"13000"   ,"Portland"             ,"97231"
"6376"  ,"176554993"  ,"6316 NW Saltzman Rd, Portland, OR 97210"                           ,"454900"   ,"3"   ,"1"    ,"2137"    ,"Portland"             ,"97210"
"6377"  ,"53913335"   ,"10111 SE Clatsop St, Portland, OR 97266"                           ,"6e+05"    ,"5"   ,"4"    ,"3045"    ,"Portland"             ,"97266"
"6378"  ,"53991325"   ,"1254 SW Texas St, Portland, OR 97219"                              ,"750000"   ,"3"   ,"2"    ,"2550"    ,"Portland"             ,"97219"
"6379"  ,"53865573"   ,"5002 SW Custer St, Portland, OR 97219"                             ,"799900"   ,"4"   ,"3"    ,"2050"    ,"Portland"             ,"97219"
"6380"  ,"53938380"   ,"5255 NE 60th Ave, Portland, OR 97218"                              ,"479900"   ,"6"   ,"2"    ,"3134"    ,"Portland"             ,"97218"
"6381"  ,"53838242"   ,"2220 SE Yamhill St, Portland, OR 97214"                            ,"515000"   ,"3"   ,"2"    ,"1716"    ,"Portland"             ,"97214"
"6382"  ,"53934148"   ,"6444 NE Rodney Ave, Portland, OR 97211"                            ,"699000"   ,"4"   ,"2"    ,"2947"    ,"Portland"             ,"97211"
"6383"  ,"53909373"   ,"2216 SE Grant St, Portland, OR 97214"                              ,"585000"   ,"2"   ,"1"    ,"2292"    ,"Portland"             ,"97214"
"6384"  ,"53815123"   ,"2221 SW 1st Ave APT 925, Portland, OR 97201"                       ,"265000"   ,"1"   ,"1"    ,"1038"    ,"Portland"             ,"97201"
"6385"  ,"53969463"   ,"5320 SE Cooper St, Portland, OR 97206"                             ,"279000"   ,"2"   ,"1"    ,"790"     ,"Portland"             ,"97206"
"6386"  ,"53833761"   ,"6650 NE Roselawn St, Portland, OR 97218"                           ,"439500"   ,"4"   ,"2"    ,"1391"    ,"Portland"             ,"97218"
"6387"  ,"53996737"   ,"5837 NW Skyline Blvd, Portland, OR 97229"                          ,"3490000"  ,"5"   ,"7"    ,"7943"    ,"Portland"             ,"97229"
"6388"  ,"53855658"   ,"3107 SE Crystal Springs Blvd, Portland, OR 97202"                  ,"650000"   ,"3"   ,"2"    ,"1862"    ,"Portland"             ,"97202"
"6389"  ,"2135887395" ,"12847 SE Foster Rd, Portland, OR 97236"                            ,"385000"   ,"4"   ,"2"    ,"1922"    ,"Portland"             ,"97236"
"6390"  ,"53920816"   ,"9101 SW 8th Ave, Portland, OR 97219"                               ,"495000"   ,"3"   ,"3"    ,"1334"    ,"Portland"             ,"97219"
"6391"  ,"2097473170" ,"3022 SW Carson St, Portland, OR 97219"                             ,"307500"   ,"3"   ,"1"    ,"1014"    ,"Portland"             ,"97219"
"6392"  ,"53866572"   ,"1218 NW Frazier Ct, Portland, OR 97229"                            ,"1250000"  ,"4"   ,"3"    ,"3108"    ,"Portland"             ,"97229"
"6393"  ,"53969093"   ,"829 NE 90th Ave, Portland, OR 97220"                               ,"269000"   ,"3"   ,"2"    ,"1225"    ,"Portland"             ,"97220"
