"Address","lon","lat","address"
"3718 Robert Ave, Saint Louis, MO 63116",-90.2684047,38.5571891,"3718 robert ave, st. louis, mo 63116, usa"
"5601 Colorado Ave, Saint Louis, MO 63111",-90.2508691,38.566543,"5601 colorado ave, st. louis, mo 63111, usa"
"7509 S Grand Ave, Saint Louis, MO 63111",-90.2676711,38.5540321,"7509 s grand ave, st. louis, mo 63111, usa"
"705 Jeffrey Dr, Saint Louis, MO 63137",-90.2025064,38.7443548,"705 jeffrey dr, st. louis, mo 63137, usa"
"3979 Randall St, Saint Louis, MO 63116",-90.2594187,38.5786596,"3979 randall st, st. louis, mo 63116, usa"
"3324 Meadow Bridge Rd, Richmond, VA 23222",-77.4222012,37.5781517,"3324 meadowbridge rd, richmond, va 23222, usa"
"3603 Broadway APT 3B, New York, NY 10031",-73.9492308,40.8287999,"3603 broadway #3b, new york, ny 10031, usa"
"4110 Southern Ave, Baltimore, MD 21206",-76.5589153,39.334615,"4110 southern ave, baltimore, md 21206, usa"
"210 S Maple Ave, Green Bay, WI 54303",-88.0256658,44.5156172,"210 s maple ave, green bay, wi 54303, usa"
"4380 Vireo Ave APT 3I, Bronx, NY 10470",-73.8627053,40.9010021,"4380 vireo ave #3i, the bronx, ny 10470, usa"
"76-26 113th St #4B, Forest Hills, NY 11375",-73.8336816,40.7172465,"76-26 113th st #4b, flushing, ny 11375, usa"
"3807 Hayward Ave, Baltimore, MD 21215",-76.6832525,39.3468047,"3807 hayward ave, baltimore, md 21215, usa"
"5418 S Michigan Ave UNIT G, Chicago, IL 60615",-87.6228704,41.7959622,"5418 s michigan ave g, chicago, il 60615, usa"
"5757 N Sheridan Rd APT 5J, Chicago, IL 60660",-87.6547952,41.9870908,"5757 n sheridan rd #5j, chicago, il 60660, usa"
"2310 Greer St, Dallas, TX 75215",-96.762176,32.7535681,"2310 greer st, dallas, tx 75215, usa"
"240 Mission Catalina Ln APT 205, Las Vegas, NV 89107",-115.2111922,36.170395,"240 mission catalina ln apt 205, las vegas, nv 89107, usa"
"897 Empire Blvd APT E3, Brooklyn, NY 11213",-73.9324,40.663788,"897 empire blvd e3, brooklyn, ny 11213, usa"
"4466 W Pine Blvd APT 16G, Saint Louis, MO 63108",-90.2570765,38.6404121,"4466 w pine blvd #16g, st. louis, mo 63108, usa"
"3105 Avenue V APT 2A, Brooklyn, NY 11229",-73.9344974,40.5997081,"3105 ave v #2a, brooklyn, ny 11229, usa"
"1070 Caroline St, Green Bay, WI 54303",-88.0389642,44.5216958,"1070 caroline st, green bay, wi 54303, usa"
"604 Columbia Ave, Green Bay, WI 54303",-88.0313983,44.528372,"604 columbia ave, green bay, wi 54303, usa"
"1905 Preble Ave, Green Bay, WI 54302",-87.9746516,44.5138067,"1905 preble ave, green bay, wi 54302, usa"
"1003 Marshall Ave, Green Bay, WI 54303",-88.0386967,44.5355596,"1003 marshall ave, green bay, wi 54303, usa"
"1209 S Norwood Ave, Green Bay, WI 54304",-88.036557,44.5059419,"1209 s norwood ave, green bay, wi 54304, usa"
"4514 S Grand Blvd, Saint Louis, MO 63111",-90.2467317,38.5772516,"4514 s grand blvd, st. louis, mo 63111, usa"
"4500 Alaska Ave, Saint Louis, MO 63111",-90.243359,38.5759054,"4500 alaska ave, st. louis, mo 63111, usa"
"4227 Bingham Ave, Saint Louis, MO 63116",-90.2627561,38.5889442,"4227 bingham ave, st. louis, mo 63116, usa"
"6616 Alabama Ave, Saint Louis, MO 63111",-90.2553114,38.5578335,"6616 alabama ave, st. louis, mo 63111, usa"
"4349 Itaska St, Saint Louis, MO 63116",-90.2682754,38.5838428,"4349 itaska st, st. louis, mo 63116, usa"
"7106 SW Woodcroft Way, Topeka, KS 66619",-95.700506,38.93848,"7106 sw woodcroft way, topeka, ks 66619, usa"
"5793 Woodhall St, Detroit, MI 48224",-82.9304366,42.4136246,"5793 woodhall st, detroit, mi 48224, usa"
"821 Stony Brook Ln, Green Bay, WI 54304",-88.0681455,44.523185,"821 stony brook ln, green bay, wi 54304, usa"
"423 Maryhill Dr, Green Bay, WI 54303",-88.0500049,44.5210012,"423 maryhill dr, green bay, wi 54303, usa"
"3323 S Haskell Ave, Dallas, TX 75223",-96.7385058,32.7827122,"3323 s haskell ave, dallas, tx 75223, usa"
"100 W 57th St APT 12L, New York, NY 10019",-73.9776418,40.7641081,"100 w 57th st #12l, new york, ny 10019, usa"
"4612 6th Ave APT 8, Brooklyn, NY 11220",-74.0062106,40.6458756,"4612 6th ave #8, brooklyn, ny 11220, usa"
"17 W 108th St APT 101, New York, NY 10025",-73.959483,40.7996797,"17 w 108th st apt 101, new york, ny 10025, usa"
"87 Saint Marks Pl APT 4C, New York, NY 10009",-73.9848906,40.7276196,"87 st marks pl #4c, new york, ny 10009, usa"
"3112 Maurice Ave, Richmond, VA 23224",-77.45906,37.4937926,"3112 maurice ave, richmond, va 23224, usa"
"4501 Pennsylvania Ave, Saint Louis, MO 63111",-90.2377507,38.5744815,"4501 pennsylvania ave, st. louis, mo 63111, usa"
"716 N Sarah St, Saint Louis, MO 63108",-90.2419293,38.6458326,"716 n sarah st, st. louis, mo 63108, usa"
"4336 Gannett St, Saint Louis, MO 63116",-90.2676711,38.5842999,"4336 gannett st, st. louis, mo 63116, usa"
"7824 Decatur Dr, Saint Louis, MO 63123",-90.2799245,38.5544548,"7824 decatur dr, st. louis, mo 63123, usa"
"(undisclosed Address), Saint Louis, MO 63108",-90.25731,38.647459,"st. louis, mo 63108, usa"
"60 Knolls Cres APT 3L, Bronx, NY 10463",-73.9175196,40.879078,"60 knolls crescent #3l, the bronx, ny 10463, usa"
"60 Knolls Cres APT 3B, Bronx, NY 10463",-73.9175196,40.879078,"60 knolls crescent #3b, the bronx, ny 10463, usa"
"2103 Allen Ave #B, Saint Louis, MO 63104",-90.217264,38.611199,"2103 allen ave b, st. louis, mo 63104, usa"
"314 Broadway N #1701, Saint Louis, MO 63102",-90.1887428,38.6281486,"314 n broadway #1701, st. louis, mo 63102, usa"
"4900 Avenida Del Sol Dr APT 206, Raleigh, NC 27616",-78.5767727,35.8529147,"4900 avenida del sol dr apt 206, raleigh, nc 27616, usa"
"1823 W Northridge Ct APT 7, Spokane, WA 99208",-117.4398405,47.71797,"1823 w northridge ct apt 7, spokane, wa 99208, usa"
"4135 Miami St, Saint Louis, MO 63116",-90.2580251,38.5935876,"4135 miami st, st. louis, mo 63116, usa"
"1143 E Walnut St, Green Bay, WI 54301",-88.0017339,44.5094617,"1143 e walnut st, green bay, wi 54301, usa"
"1021 Marquette Ave, Green Bay, WI 54304",-88.0462995,44.5127327,"1021 marquette ave, green bay, wi 54304, usa"
"1145 Wirtz Ave, Green Bay, WI 54304",-88.0436635,44.5095229,"1145 wirtz ave, green bay, wi 54304, usa"
"4310 Sandy River Dr UNIT 54, Las Vegas, NV 89103",-115.2084152,36.1110558,"4310 sandy river dr unit 54, las vegas, nv 89103, usa"
"4416 Wallace St, Saint Louis, MO 63116",-90.2702755,38.5830638,"4416 wallace st, st. louis, mo 63116, usa"
"5621 SW 17th Ter, Topeka, KS 66604",-95.7512533,39.0354826,"5621 sw 17th terrace, topeka, ks 66604, usa"
"870 Mayson Turner Rd NW UNIT 1414, Atlanta, GA 30314",-84.4171059,33.7558976,"870 mayson turner rd nw unit 1414, atlanta, ga 30314, usa"
"14040 Asbury Park, Detroit, MI 48227",-83.2076599,42.3889141,"14040 asbury park, detroit, mi 48227, usa"
"502 Cass St, Green Bay, WI 54301",-88.0170655,44.5049437,"502 cass st, green bay, wi 54301, usa"
"1702 Harold St, Green Bay, WI 54302",-87.9801612,44.5160014,"1702 harold st, green bay, wi 54302, usa"
"1137 S Oakland Ave, Green Bay, WI 54304",-88.0336147,44.5063331,"1137 s oakland ave, green bay, wi 54304, usa"
"4220 Pensacola Ct, Dallas, TX 75211",-96.889283,32.7447291,"4220 pensacola ct, dallas, tx 75211, usa"
"4218 Pensacola Ct, Dallas, TX 75211",-96.8890785,32.7446949,"4218 pensacola ct, dallas, tx 75211, usa"
"12888 Montfort Dr APT 130, Dallas, TX 75230",-96.8106313,32.9239862,"12888 montfort dr #130, dallas, tx 75240, usa"
"529 W 152nd St APT 44, New York, NY 10031",-73.9451139,40.8301192,"529 w 152nd st apt 44, new york, ny 10031, usa"
"3279 Hull Avenue UNIT 24, BRONX, NY 10467",-73.8749929,40.8763215,"3279 hull ave apt 24, the bronx, ny 10467, usa"
"6003 Heege Rd, Saint Louis, MO 63123",-90.3177731,38.5656387,"6003 heege rd, st. louis, mo 63123, usa"
"1520 Washington Ave APT 601, Saint Louis, MO 63103",-90.2023461,38.632597,"1520 washington ave #601, st. louis, mo 63103, usa"
"5548 Waterman Blvd APT 2E, Saint Louis, MO 63112",-90.2799466,38.6490689,"5548 waterman blvd #2e, st. louis, mo 63112, usa"
"1511 Locust St APT 407, Saint Louis, MO 63103",-90.2014219,38.6316969,"1511 locust st apt 407, st. louis, mo 63103, usa"
"4022 Nebraska Ave, Saint Louis, MO 63118",-90.2344245,38.5826384,"4022 nebraska ave, st. louis, mo 63118, usa"
"3715 Shreve Ave, Saint Louis, MO 63115",-90.2456685,38.6742896,"3715 shreve ave, st. louis, mo 63115, usa"
"4849 Austria Ave, Saint Louis, MO 63116",-90.2924491,38.5641411,"4849 austria st, st. louis, mo 63116, usa"
"4419 Dewey Ave, Saint Louis, MO 63116",-90.2497747,38.5798697,"4419 dewey ave, st. louis, mo 63116, usa"
"1211 N 31st St, Richmond, VA 23223",-77.405477,37.536252,"1211 n 31st st, richmond, va 23223, usa"
"150 95th St #1, Brooklyn, NY 11209",-74.0371262,40.616794,"150 95th st apt 1e, brooklyn, ny 11209, usa"
"1095 Western Ave, Green Bay, WI 54303",-88.0419825,44.5188408,"1095 western ave, green bay, wi 54303, usa"
"88-29 155th Avenue UNIT 5G, Howard Beach, NY 11414",-73.8460415,40.6667606,"88-29 155th ave #5g, queens, ny 11414, usa"
"421 N Oakland Ave, Green Bay, WI 54303",-88.0233725,44.5234513,"421 n oakland ave, green bay, wi 54303, usa"
"86-70 Francis Lewis Boulevard UNIT B-61, Queens Village, NY 11427",-73.7639123,40.7239096,"86-70 francis lewis blvd b 61, queens, ny 11423, usa"
"1607 E Ida St, Tampa, FL 33610",-82.4408722,27.9822104,"1607 e ida st, tampa, fl 33610, usa"
"2201 Locust St UNIT 410, Saint Louis, MO 63103",-90.2107319,38.6336338,"2201 locust st unit 410, st. louis, mo 63103, usa"
"5003 Skillman St, Dallas, TX 75206",-96.7614929,32.84897,"5003 skillman st, dallas, tx 75206, usa"
"6800 S Michigan Ave, Chicago, IL 60637",-87.6221666,41.7708877,"6800 s michigan ave, chicago, il 60637, usa"
"6108 Abrams Rd #415, Dallas, TX 75231",-96.7467162,32.8591226,"6108 abrams rd # d-415, dallas, tx 75231, usa"
"5607 Avenue T #47D, Brooklyn, NY 11234",-73.9202648,40.61431,"5607 avenue t #47d, brooklyn, ny 11234, usa"
"565 Castleton Ave APT 2B, Staten Island, NY 10301",-74.1013993,40.6346082,"565 castleton ave #2b, staten island, ny 10301, usa"
"3103 Lake Terrace Ct #89, Richmond, VA 23235",-77.5685578,37.5387747,"3103 lake terrace ct #89, richmond, va 23235, usa"
"3741 Minnesota Ave, Saint Louis, MO 63118",-90.2361838,38.5878628,"3741 minnesota ave, st. louis, mo 63118, usa"
"1612 Lucas Ave UNIT 303, Saint Louis, MO 63103",-90.2021083,38.6333156,"1612 lucas ave #303, st. louis, mo 63103, usa"
"332 N Ashland Ave, Green Bay, WI 54303",-88.0225317,44.5214501,"332 n ashland ave, green bay, wi 54303, usa"
"309 Irene St, Green Bay, WI 54302",-87.9836426,44.4995387,"309 irene st, green bay, wi 54302, usa"
"1147 Desnoyers St, Green Bay, WI 54303",-88.0344172,44.533684,"1147 desnoyers st, green bay, wi 54303, usa"
"241 Lau St, Green Bay, WI 54302",-87.9710547,44.4994637,"241 lau st, green bay, wi 54302, usa"
"2611 Burger Ave, Dallas, TX 75215",-96.7656361,32.7632569,"2611 burger ave, dallas, tx 75215, usa"
"4845 Cedar Springs Rd #363, Dallas, TX 75219",-96.8216596,32.8196643,"4845 cedar springs rd # p-363, dallas, tx 75219, usa"
"5750 Phoenix Dr APT 41, Dallas, TX 75231",-96.7597255,32.8758674,"5750 phoenix dr #41, dallas, tx 75231, usa"
"217 E 15th St, Richmond, VA 23224",-77.4449074,37.5170107,"217 e 15th st, richmond, va 23224, usa"
"7460 Morgan Ford Rd, Saint Louis, MO 63116",-90.2818326,38.5606033,"7460 morgan ford rd, st. louis, mo 63116, usa"
"3442 Chippewa St, Saint Louis, MO 63118",-90.2422226,38.5878403,"3442 chippewa st, st. louis, mo 63118, usa"
"3510 Alberta St, Saint Louis, MO 63118",-90.2439706,38.5852909,"3510 alberta st, st. louis, mo 63118, usa"
"314 N Broadway STE 1601, Saint Louis, MO 63102",-90.1887428,38.6281486,"314 n broadway #1601, st. louis, mo 63102, usa"
"3711 Blow St, Saint Louis, MO 63116",-90.266644,38.5587929,"3711 blow st, st. louis, mo 63116, usa"
"314 Broadway N #804, Saint Louis, MO 63102",-90.1887428,38.6281486,"314 n broadway #804, st. louis, mo 63102, usa"
"7918 S Broadway, Saint Louis, MO 63111",-90.2606748,38.5447247,"7918 s broadway, st. louis, mo 63111, usa"
"835 Gross Ct, Green Bay, WI 54304",-88.0422309,44.5134176,"835 gross ct, green bay, wi 54304, usa"
"1228 S Oneida St, Green Bay, WI 54304",-88.0513037,44.5103524,"1228 s oneida st, green bay, wi 54304, usa"
"2610 Emmett St, Dallas, TX 75211",-96.8619674,32.7327809,"2610 emmett st, dallas, tx 75211, usa"
"46 Circle Loop #H, Staten Island, NY 10304",-74.079178,40.613384,"46 circle loop, staten island, ny 10304, usa"
"883 E 165th St APT 4F, Bronx, NY 10459",-73.8983088,40.8240112,"883 e 165th st #4f, the bronx, ny 10459, usa"
"3810 Grey Harbor Dr APT 203, Raleigh, NC 27616",-78.5759863,35.8541122,"3810 grey harbor dr apt 203, raleigh, nc 27616, usa"
"2412 1/2 Hull St, Richmond, VA 23224",-77.4543651,37.5141938,"2412 1/2 hull st, richmond, va 23224, usa"
"507 Arnold Ave, Richmond, VA 23222",-77.4259336,37.5734026,"507 arnold ave, richmond, va 23222, usa"
"4306 Shackleford Rd, Richmond, VA 23234",-77.4614355,37.4668067,"4306 shackleford rd, richmond, va 23234, usa"
"3626 Montana St, Saint Louis, MO 63116",-90.2457419,38.5831996,"3626 montana st, st. louis, mo 63116, usa"
"4627 Adkins Ave, Saint Louis, MO 63116",-90.2626827,38.5823429,"4627 adkins ave, st. louis, mo 63116, usa"
"1136 Washington Ave UNIT 510, Saint Louis, MO 63101",-90.1964097,38.6314347,"1136 washington ave #510, st. louis, mo 63101, usa"
"1013 Gray St, Green Bay, WI 54303",-88.0310544,44.5334791,"1013 gray st, green bay, wi 54303, usa"
"221 E Rockwood Blvd #410, Spokane, WA 99202",-117.4071299,47.6470188,"221 e rockwood blvd #410, spokane, wa 99202, usa"
"581 N Danz Ave, Green Bay, WI 54302",-87.9680507,44.5117579,"581 n danz ave, green bay, wi 54302, usa"
"1134 Meade St, Richmond, VA 23220",-77.4641694,37.5375201,"1134 meade st, richmond, va 23220, usa"
"3424 Nebraska Ave, Saint Louis, MO 63118",-90.2322256,38.5933032,"3424 nebraska ave, st. louis, mo 63118, usa"
"3656 Keokuk St, Saint Louis, MO 63116",-90.2470067,38.5862928,"3656 keokuk st, st. louis, mo 63116, usa"
"1480 Thieriot Ave APT 4C, Bronx, NY 10460",-73.8651998,40.8373634,"1480 thieriot ave #4c, the bronx, ny 10460, usa"
"80 Knolls Cres APT 9L, Bronx, NY 10463",-73.9176673,40.8799167,"80 knolls crescent #9l, the bronx, ny 10463, usa"
"138 Oak Grove Ave, Green Bay, WI 54302",-87.984293,44.5019426,"138 oak grove ave, green bay, wi 54302, usa"
"1216 Crooks St, Green Bay, WI 54301",-88.0024478,44.504776,"1216 crooks st, green bay, wi 54301, usa"
"717 Gray St, Green Bay, WI 54303",-88.0330415,44.5306074,"717 gray st, green bay, wi 54303, usa"
"118 S Washington St #226A, Green Bay, WI 54301",-88.0172758,44.5141292,"118 s washington st #226a, green bay, wi 54301, usa"
"5560 Waterman Blvd APT 1E, Saint Louis, MO 63112",-90.2803135,38.649068,"5560 waterman blvd #1e, st. louis, mo 63112, usa"
"131-11 Kew Gardens Road UNIT 5M, Richmond Hill, NY 11418",-73.8214685,40.7049799,"131-11 kew gardens rd #5m, queens, ny 11418, usa"
"1403 Harvey St, Green Bay, WI 54302",-87.9900691,44.5138943,"1403 harvey st, green bay, wi 54302, usa"
"4959 Lomax Dr, Dallas, TX 75227",-96.6927811,32.7835408,"4959 lomax dr, dallas, tx 75227, usa"
"2535 Western Park Dr, Dallas, TX 75211",-96.8938949,32.7169619,"2535 western park dr, dallas, tx 75211, usa"
"11126 Valley Dale Dr #D, Dallas, TX 75230",-96.7709053,32.9005765,"11126 valleydale dr d, dallas, tx 75230, usa"
"7340 Skillman St APT 808, Dallas, TX 75231",-96.733485,32.8828865,"7340 skillman st #808, dallas, tx 75231, usa"
"2212 Brigham St APT 1E, Brooklyn, NY 11229",-73.9350489,40.5987787,"2212 brigham st #1e, brooklyn, ny 11229, usa"
"274 Nagle Ave #1F, New York, NY 10034",-73.9196995,40.8637408,"274 nagle ave #1f, new york, ny 10034, usa"
"909 E 29th St APT 4A, Brooklyn, NY 11210",-73.9480598,40.6288635,"909 e 29th st #4a, brooklyn, ny 11210, usa"
"563 Pine Ridge Pl #563, Raleigh, NC 27609",-78.62649,35.8561539,"563 pine ridge pl #563, raleigh, nc 27609, usa"
"1002 N 21st St, Richmond, VA 23223",-77.4165632,37.540307,"1002 n 21st st, richmond, va 23223, usa"
"1424 Dolman St #A, Saint Louis, MO 63104",-90.2100809,38.6157733,"1424 dolman st a, st. louis, mo 63104, usa"
"2826 Sublette Ave, Saint Louis, MO 63139",-90.280952,38.6078828,"2826 sublette ave, st. louis, mo 63139, usa"
"1388 Union Blvd, Saint Louis, MO 63113",-90.269762,38.6630162,"1388 union blvd, st. louis, mo 63113, usa"
"1520 Washington Ave APT 425, Saint Louis, MO 63103",-90.2023461,38.632597,"1520 washington ave #425, st. louis, mo 63103, usa"
"4103 Louisiana Ave, Saint Louis, MO 63118",-90.2420027,38.5823053,"4103 louisiana ave, st. louis, mo 63118, usa"
"1136 Washington Ave UNIT 204, Saint Louis, MO 63101",-90.1964097,38.6314347,"1136 washington ave #204, st. louis, mo 63101, usa"
"4126 Page Blvd, Saint Louis, MO 63113",-90.2396567,38.6510397,"4126 page blvd, st. louis, mo 63113, usa"
"3607 Oak Hill Ave, Saint Louis, MO 63116",-90.2571572,38.5922163,"3607 oak hill ave, st. louis, mo 63116, usa"
"3023 SE Kentucky Ave, Topeka, KS 66605",-95.6625366,39.0130462,"3023 se kentucky ave, topeka, ks 66605, usa"
"6815 W Raven St UNIT 2A, Chicago, IL 60631",-87.7979659,41.9924369,"6815 w raven st #2a, chicago, il 60631, usa"
"3106 Conroe St, Dallas, TX 75212",-96.8376333,32.7799316,"3106 conroe st, dallas, tx 75212, usa"
"1546 Sanford Ave, Saint Louis, MO 63139",-90.2979816,38.6225953,"1546 sanford ave, st. louis, mo 63139, usa"
"3626 Somerset Ave, Detroit, MI 48224",-82.9413539,42.3901701,"3626 somerset ave, detroit, mi 48224, usa"
"1251 Elm St, Green Bay, WI 54302",-87.9957529,44.513444,"1251 elm st, green bay, wi 54302, usa"
"2110 N Los Feliz St #2079, Las Vegas, NV 89156",-115.0168132,36.1830951,"n los feliz st, sunrise manor, nv 89156, usa"
"2701 Goethals Rd N APT F13, Staten Island, NY 10303",-74.180132,40.6279239,"2701 goethals rd n f13, staten island, ny 10303, usa"
"151-20 88th St #1H, Howard Beach, NY 11414",-73.8476496,40.6681885,"151-20 88th st #1h, jamaica, ny 11414, usa"
"40E Edgewater Park UNIT E, BRONX, NY 10465",-73.8111468,40.8225301,"40 edgewater park, the bronx, ny 10465, usa"
"24928 60 Avenue UNIT 411, Little Neck, NY 11362",-73.7306,40.7583399,"24928 60th ave # 411, little neck, ny 11362, usa"
"1806 W Gardner Ave, Spokane, WA 99201",-117.4388045,47.6673065,"1806 w gardner ave, spokane, wa 99201, usa"
"7309 Michigan Ave, Saint Louis, MO 63111",-90.2588686,38.5514263,"7309 michigan ave, st. louis, mo 63111, usa"
"615 Loughborough Ave, Saint Louis, MO 63111",-90.2572183,38.5559424,"615 loughborough ave, st. louis, mo 63111, usa"
"10414 S Maryland Ave, Chicago, IL 60628",-87.6030347,41.705139,"10414 s maryland ave, chicago, il 60628, usa"
"5815 Buckingham Ave, Detroit, MI 48224",-82.9482863,42.4073036,"5815 buckingham, detroit, mi 48224, usa"
"1725 11th Ave, Green Bay, WI 54304",-88.0432051,44.499909,"1725 11th ave, green bay, wi 54304, usa"
"949 Mather St, Green Bay, WI 54303",-88.0281882,44.5279489,"949 mather st, green bay, wi 54303, usa"
"1035 Saint Paul St, Green Bay, WI 54304",-88.0427466,44.5128193,"1035 st paul st, green bay, wi 54304, usa"
"1430 Cass St, Green Bay, WI 54301",-87.9989805,44.4985929,"1430 cass st, green bay, wi 54301, usa"
"1142 Division St, Green Bay, WI 54303",-88.0386967,44.5272096,"1142 division st, green bay, wi 54303, usa"
"200 Oak St, Green Bay, WI 54303",-88.0378179,44.5202781,"200 oak st, green bay, wi 54303, usa"
"920 Saint George St, Green Bay, WI 54302",-87.994384,44.517078,"920 st george st, green bay, wi 54302, usa"
"3861 Bates St, Saint Louis, MO 63116",-90.2601521,38.5718094,"3861 bates st, st. louis, mo 63116, usa"
"5512 Columbia Ave, Saint Louis, MO 63139",-90.2808786,38.611367,"5512 columbia ave, st. louis, mo 63139, usa"
"3611 E Chelsea St, Tampa, FL 33610",-82.4194724,27.9849657,"3611 e chelsea st, tampa, fl 33610, usa"
"4513 Welford Ave, Richmond, VA 23234",-77.4790332,37.4739898,"4513 welford ave, richmond, va 23234, usa"
"84-40 153rd Avenue UNIT 3H, Howard Beach, NY 11414",-73.8478793,40.6660965,"84-40 153rd ave #3h, queens, ny 11414, usa"
"36 Hamilton Ave APT 2F, Staten Island, NY 10301",-74.0787385,40.6449121,"36 hamilton ave #2f, staten island, ny 10301, usa"
"5143 Scotten St, Detroit, MI 48210",-83.1105464,42.3437014,"5143 scotten st, detroit, mi 48210, usa"
"384 Bader St, Green Bay, WI 54302",-87.9704807,44.4962143,"384 bader st, green bay, wi 54302, usa"
"922 S Baird St, Green Bay, WI 54301",-88.0028811,44.4961211,"922 s baird st, green bay, wi 54301, usa"
"1813 Wood Ln, Green Bay, WI 54304",-88.0889503,44.5136361,"1813 wood ln, green bay, wi 54304, usa"
"3516 Parkridge Dr APT 109, Dallas, TX 75234",-96.8583384,32.9115596,"3516 parkridge dr #109, dallas, tx 75234, usa"
"6808 Eastridge Dr #E3-26, Dallas, TX 75231",-96.7510425,32.8686516,"6808 eastridge dr e3 26, dallas, tx 75231, usa"
"6747 W Charleston Blvd APT 4, Las Vegas, NV 89146",-115.2412433,36.158305,"6747 w charleston blvd apt 4, las vegas, nv 89146, usa"
"100 W 57th St #16ON, New York, NY 10019",-73.9776418,40.7641081,"100 w 57th st, new york, ny 10019, usa"
"1260 Broad Rock Blvd, Richmond, VA 23224",-77.4706677,37.4965977,"1260 broad rock blvd, richmond, va 23224, usa"
"715 E Bismark Ave, Spokane, WA 99208",-117.398697,47.7125691,"715 e bismark ave, spokane, wa 99208, usa"
"2924 E Bridgeport Ave, Spokane, WA 99207",-117.3671601,47.6877692,"2924 e bridgeport ave, spokane, wa 99207, usa"
"7136 Mardel Ave, Saint Louis, MO 63109",-90.3172222,38.5969685,"7136 mardel ave, st. louis, mo 63109, usa"
"1237 Teakwood Pl #T, Raleigh, NC 27606",-78.7040287,35.7813269,"1237 teakwood pl t, raleigh, nc 27606, usa"
"211 E Flamingo Rd #409, Las Vegas, NV 89169",-115.1630059,36.1138154,"211 e flamingo rd #409, las vegas, nv 89169, usa"
"491 Riverdale Avenue UNIT 3F, Yonkers, NY 10705",-73.9025307,40.9156924,"491 riverdale ave #3f, yonkers, ny 10705, usa"
"7510 Holly Hill Dr APT 129, Dallas, TX 75231",-96.7545603,32.8789704,"7510 holly hill dr # b-129, dallas, tx 75231, usa"
"6603 Villa Ave, Saint Louis, MO 63139",-90.2987892,38.6257076,"6603 villa ave, st. louis, mo 63139, usa"
"621 W Steins St, Saint Louis, MO 63111",-90.263395,38.5510376,"621 steins st, st. louis, mo 63111, usa"
"3440 N Lake Shore Dr APT 3B, Chicago, IL 60657",-87.6415906,41.9443139,"3440 n lake shore dr. #3b, chicago, il 60657, usa"
"5195 Golden Ln #K, Las Vegas, NV 89119",-115.1385111,36.0952298,"5195 golden ln k, las vegas, nv 89119, usa"
"1515 Lafayette Ave UNIT 619, Saint Louis, MO 63104",-90.2088738,38.6135358,"1515 lafayette ave unit 619, st. louis, mo 63104, usa"
"10720 S Champlain Ave, Chicago, IL 60628",-87.607615,41.69949,"10720 s champlain ave, chicago, il 60628, usa"
"1306 Nelson St, Richmond, VA 23231",-77.4009143,37.5132435,"1306 nelson st, richmond, va 23231, usa"
"3441 Indiana Ave, Saint Louis, MO 63118",-90.2247044,38.5919341,"3441 indiana ave, st. louis, mo 63118, usa"
"4258 Ellenwood Ave, Saint Louis, MO 63116",-90.2651509,38.5852871,"4258 ellenwood ave, st. louis, mo 63116, usa"
"1010 Saint Charles St APT 403, Saint Louis, MO 63101",-90.1948591,38.6306809,"1010 st charles st apt 403, st. louis, mo 63101, usa"
"5828 Wise Ave, Saint Louis, MO 63110",-90.2846837,38.6275077,"5828 wise ave, st. louis, mo 63110, usa"
"5125 NW 52nd St, Topeka, KS 66618",-95.7270821,39.1388895,"5125 nw 52nd st, topeka, ks 66618, usa"
"5605 Woodcrest Ave, Baltimore, MD 21215",-76.6757592,39.3569822,"5605 woodcrest ave, baltimore, md 21215, usa"
"1446 S Norwood Ave, Green Bay, WI 54304",-88.0398812,44.501987,"1446 s norwood ave, green bay, wi 54304, usa"
"1174 Kellogg St, Green Bay, WI 54303",-88.0395373,44.5285484,"1174 kellogg st, green bay, wi 54303, usa"
"945 Shawano Ave, Green Bay, WI 54303",-88.0330415,44.5203801,"945 shawano ave, green bay, wi 54303, usa"
"1993 Amsterdam Ave APT 64, New York, NY 10032",-73.9409648,40.8337891,"1993 amsterdam ave #64, new york, ny 10032, usa"
"6237 Famous Ave, Saint Louis, MO 63139",-90.2917414,38.6195374,"6237 famous ave, st. louis, mo 63139, usa"
"2028 Sidney St, Saint Louis, MO 63104",-90.2186678,38.6037205,"2028 sidney st, st. louis, mo 63118, usa"
"3658 Flad Ave, Saint Louis, MO 63110",-90.2426991,38.6113701,"3658 flad ave, st. louis, mo 63110, usa"
"9033 SW 23rd St, Topeka, KS 66614",-95.8314072,39.0240983,"9033 sw 23rd st, topeka, ks 66614, usa"
"1826 Christiana St, Green Bay, WI 54303",-88.0712764,44.533207,"1826 christiana st, green bay, wi 54303, usa"
"6043 Carlsbad Ave, Saint Louis, MO 63116",-90.2747647,38.5748943,"6043 carlsbad ave, st. louis, mo 63116, usa"
"1515 Lafayette Ave UNIT 114, Saint Louis, MO 63104",-90.2088738,38.6135358,"1515 lafayette ave unit 114, st. louis, mo 63104, usa"
"4242 Judge St UNIT 5, Elmhurst, NY 11373",-73.88041,40.7442799,"4242 judge st apt 5a, elmhurst, ny 11373, usa"
"112-25 34th Avenue UNIT 2H, Corona, NY 11368",-73.8562984,40.757422,"112-25 34th ave #2h, queens, ny 11368, usa"
"4652 Michigan Ave, Saint Louis, MO 63111",-90.2402431,38.5715237,"4652 michigan ave, st. louis, mo 63111, usa"
