"Address","lon","lat","address"
"1124 Harper Rd, Raleigh, NC 27603",-78.6628994,35.7469784,"1124 harper rd, raleigh, nc 27603, usa"
"10530 Sablewood Dr #106, Raleigh, NC 27617",-78.795993,35.898488,"10530 sablewood dr unit 106, raleigh, nc 27617, usa"
"3200 Griffin Ave, Richmond, VA 23222",-77.4373653,37.576355,"3200 griffin ave, richmond, va 23222, usa"
"3324 Maryland Ave, Richmond, VA 23222",-77.4190041,37.5769024,"3324 maryland ave, richmond, va 23222, usa"
"11729 N Kathy Ln, Spokane, WA 99218",-117.4479857,47.7647699,"11729 n kathy ln, spokane, wa 99218, usa"
"9014 N Farmdale St, Spokane, WA 99208",-117.4814282,47.7403562,"9014 n farmdale st, spokane, wa 99208, usa"
"5403 S Morrill St, Spokane, WA 99223",-117.3448903,47.6046193,"5403 s morrill st, spokane, wa 99223, usa"
"2503 W Longfellow Ave, Spokane, WA 99205",-117.448223,47.6969944,"2503 w longfellow ave, spokane, wa 99205, usa"
"2710 W Longfellow Ave, Spokane, WA 99205",-117.4514701,47.6974425,"2710 w longfellow ave, spokane, wa 99205, usa"
"711 E Broad Ave #715, Spokane, WA 99207",-117.3987207,47.7016389,"711 e broad ave #715, spokane, wa 99207, usa"
"935 Morrison Ave, Saint Louis, MO 63104",-90.2000896,38.6155489,"935 morrison ave, st. louis, mo 63104, usa"
"17736 Long Ridge Rd, Tampa, FL 33647",-82.3331293,28.1293034,"17736 long rdg rd, tampa, fl 33647, usa"
"0 Franklin Glencarefree Preserve, Saint Louis, MO 63123",-90.3277829,38.5580845,"st. louis, mo 63123, usa"
"The Timberline Plan, Aspen Park",NA,NA,NA
"7612 Blackbird Ave, Las Vegas, NV 89145",-115.2615787,36.1655591,"7612 blackbird ave, las vegas, nv 89145, usa"
"6316 NW Saltzman Rd, Portland, OR 97210",-122.7512546,45.5655685,"6316 nw saltzman rd, portland, or 97210, usa"
"4005 Eccles Ln, Raleigh, NC 27616",-78.5547283,35.8774409,"brentwood, nc 27616, usa"
"5421 Reach Dr #1295, Raleigh, NC 27616",-78.5547283,35.8774409,"brentwood, nc 27616, usa"
"HAWTHORNE Plan, Windhaven",NA,NA,NA
"3515 Mayapple Dr, Green Bay, WI 54311",-87.906778,44.5031473,"3515 mayapple dr, green bay, wi 54311, usa"
"5301 Singing Hills Dr, Las Vegas, NV 89130",-115.2200625,36.255495,"5301 singing hills dr, las vegas, nv 89130, usa"
"5705 Spring Glen Ln, Raleigh, NC 27616",-78.564466,35.855702,"5705 spring glen lane, raleigh, nc 27616, usa"
"3409 Bee Hive Dr, Raleigh, NC 27614",-78.5570131,35.9701198,"3409 bee hive dr, raleigh, nc 27614, usa"
"8307 Stony Creek Dr, Dallas, TX 75228",-96.7063224,32.8030466,"8307 stonycreek dr, dallas, tx 75228, usa"
"Winstead III Plan, Milburnie Ridge : Sterling Collection",NA,NA,NA
"0 Wexford Preserve, Saint Louis, MO 63123",-90.3277829,38.5580845,"st. louis, mo 63123, usa"
"Wexford Plan, The Preserve - Cottage Homes",NA,NA,NA
"1389 Commanche Dr, Las Vegas, NV 89169",-115.13391,36.1261635,"1389 commanche dr, las vegas, nv 89169, usa"
"Dallas Plan, The Montage",-96.7969879,32.7766642,"dallas, tx, usa"
"2455 W Serene Ave UNIT 927, Las Vegas, NV 89123",-115.1752446,36.0201328,"2455 w serene ave unit 927, las vegas, nv 89123, usa"
"2815 North Ave, Richmond, VA 23222",-77.4326583,37.5696206,"2815 north ave, richmond, va 23222, usa"
"1823 Rose Ave, Richmond, VA 23222",-77.4342074,37.5593777,"1823 rose ave, richmond, va 23222, usa"
"8011 Woodhue Rd, Dallas, TX 75228",-96.7071916,32.7965514,"8011 woodhue rd, dallas, tx 75228, usa"
"8118 Diggy Ave, Las Vegas, NV 89113",-115.2681309,36.0590173,"8118 diggy ave, las vegas, nv 89113, usa"
"9195 Grand Mountain Cir, Las Vegas, NV 89147",-115.2923244,36.1250219,"9195 grand mountain cir, las vegas, nv 89147, usa"
"70-36 260th Street UNIT 2+3, Glen Oaks, NY 11004",-73.7205908,40.7519146,"70-36 260th st 2 3, glen oaks, ny 11004, usa"
"3400 Bee Hive Dr, Raleigh, NC 27614",-78.5567469,35.9696745,"3400 bee hive dr, raleigh, nc 27614, usa"
"3973 Haithcock Rd, Raleigh, NC 27604",-78.5720958,35.8234297,"3973 haithcock rd, raleigh, nc 27604, usa"
"2441 Campus Shore Dr #212, Raleigh, NC 27606",-78.6807398,35.7679308,"2441 campus shore dr #212, raleigh, nc 27606, usa"
"3318 E 55th Ave, Spokane, WA 99223",-117.3615564,47.6037661,"3318 e 55th ave, spokane, wa 99223, usa"
"2917 Moss Side Ave, Richmond, VA 23222",-77.4407722,37.5716007,"2917 moss side ave, richmond, va 23222, usa"
"Landrum III Plan, Milburnie Ridge : Sterling Collection",NA,NA,NA
"1003 Clarendon Crescent Pl, Richmond, VA 23223",-77.3673021,37.5688302,"clarendon cres dr, east highland park, va 23223, usa"
"6302 S Spring Rd, Cheney, WA 99004",-117.531287,47.5960007,"s spg rd, cheney, wa 99004, usa"
"9220 N Washington St, Spokane, WA 99218",-117.418236,47.7410612,"9220 n washington st, spokane, wa 99218, usa"
"622 Blaylock Dr, Dallas, TX 75203",-96.816548,32.7556561,"622 blaylock dr, dallas, tx 75203, usa"
"1709 Kiltie Way, Las Vegas, NV 89102",-115.1671,36.1508184,"1709 kiltie way, las vegas, nv 89102, usa"
"6376 Italia Ave, Las Vegas, NV 89130",-115.2332149,36.2505947,"6376 italia ave, las vegas, nv 89130, usa"
"8308 W Gilmore Ave, Las Vegas, NV 89129",-115.2748219,36.2309742,"8308 w gilmore ave, las vegas, nv 89129, usa"
"7537 Splashing Rock Dr, Las Vegas, NV 89131",-115.2123282,36.2959301,"7537 splashing rock dr, las vegas, nv 89131, usa"
"4939 E Owens Ave, Las Vegas, NV 89110",-115.0659212,36.1883676,"4939 e owens ave, las vegas, nv 89110, usa"
"9792 Twin Mill St, Las Vegas, NV 89178",-115.2711407,36.0105828,"9792 twin mill st, las vegas, nv 89178, usa"
"8051 Rams Collide St, Las Vegas, NV 89166",-115.3244328,36.3086026,"8051 rams collide st, las vegas, nv 89124, usa"
"108 Penncross Dr, Raleigh, NC 27610",-78.541795,35.7800131,"108 penncross dr, raleigh, nc 27610, usa"
"10420 Sablewood Dr #112, Raleigh, NC 27617",-78.7970942,35.8998573,"10420 sablewood dr unit 112, raleigh, nc 27617, usa"
"2719 Chamberlayne Ave, Richmond, VA 23222",-77.444313,37.569016,"2719 chamberlayne ave, richmond, va 23222, usa"
"1048 W 11th Ave, Spokane, WA 99204",-117.4276691,47.6455938,"1048 w 11th ave, spokane, wa 99204, usa"
"Rockingham Plan, Royal Creek",-78.7019446,35.6669985,"7801 ten-ten rd, raleigh, nc 27603, usa"
"Somerset III Plan, 5401 North : Sterling Collection",-78.5416619,35.8645753,"7713 midtown market ave, raleigh, nc 27616, usa"
"8825 Walking Stick Trl, Raleigh, NC 27615",-78.5845152,35.8977179,"8825 walking stick trail, raleigh, nc 27615, usa"
"3600 SW Randolph Sq UNIT 18, Topeka, KS 66611",-95.7099165,39.0017142,"3600 sw randolph square unit 18, topeka, ks 66611, usa"
"8004 Haymarket Ln, Raleigh, NC 27615",-78.6124311,35.8942783,"8004 haymarket ln, raleigh, nc 27615, usa"
"6257 Oak Passage Dr, Raleigh, NC 27603",-78.6304882,35.6063157,"6257 oak psge dr, raleigh, nc 27603, usa"
"3314 Hawthorne Ave, Dallas, TX 75219",-96.8161253,32.8183294,"3314 hawthorne ave, dallas, tx 75219, usa"
"5516 Bridgeman Ct, Durham, NC 27703",-78.7558344,35.9259988,"5516 bridgeman ct, durham, nc 27703, usa"
"9415 N Farmdale St, Spokane, WA 99208",-117.4821124,47.7441297,"9415 n farmdale st, spokane, wa 99208, usa"
"6837 Oxford Ln, Spokane, WA 99208",-117.4860723,47.7208271,"6837 oxford ln, spokane, wa 99208, usa"
"1848 N Hudson Ave UNIT G, Chicago, IL 60614",-87.6402595,41.9160741,"1848 n hudson ave g, chicago, il 60614, usa"
"1976 Red Maple Ct, Las Vegas, NV 89142",-115.0382815,36.1503892,"1976 red maple ct, las vegas, nv 89142, usa"
"509 E 77th St APT 6D, New York, NY 10075",-73.9504539,40.7697785,"509 e 77th st #6d, new york, ny 10075, usa"
"50 Brighton 1st Rd APT 14M, Brooklyn, NY 11235",-73.9672243,40.5752727,"50 brighton 1st rd #14m, brooklyn, ny 11235, usa"
"7600 Birchmoor Way, Raleigh, NC 27616",-78.5082893,35.8384818,"7600 birchmoor way, raleigh, nc 27616, usa"
"324 Mickleson Ridge Dr, Raleigh, NC 27603",-78.6769471,35.6646537,"324 mickleson ridge drive, raleigh, nc 27603, usa"
"5209 Halcott Ct, Raleigh, NC 27613",-78.7403365,35.9264246,"5209 halcott ct, raleigh, nc 27613, usa"
"3502 Hanover Ave, Richmond, VA 23221",-77.4841148,37.5599859,"3502 hanover ave, richmond, va 23221, usa"
"1112 N 28th St, Richmond, VA 23223",-77.4093679,37.5373215,"1112 n 28th st, richmond, va 23223, usa"
"2025 Rutger St, Saint Louis, MO 63104",-90.2139876,38.6187798,"2025 rutger st, st. louis, mo 63104, usa"
"6450 Pernod Ave, Saint Louis, MO 63139",-90.2997255,38.5971747,"6450 pernod ave, st. louis, mo 63139, usa"
"11051 Erhard Dr, Dallas, TX 75228",-96.6539358,32.8404998,"11051 erhard dr, dallas, tx 75228, usa"
"4702 Stony Falls Way, Knightdale, NC 27545",-78.5061588,35.7594568,"4702 stony falls way, knightdale, nc 27545, usa"
"Norwood Plan, Milburnie Ridge : Sterling Collection",NA,NA,NA
"11013 Linden Leaf Ave, Las Vegas, NV 89144",-115.3354975,36.1693529,"11013 linden leaf ave, las vegas, nv 89144, usa"
"3257 Groveshire Dr, Raleigh, NC 27616",-78.5231131,35.8735357,"3257 groveshire dr, raleigh, nc 27616, usa"
"496 Thorny Branch Dr, Raleigh, NC 27603",-78.6297128,35.6060975,"496 thorny br dr, raleigh, nc 27603, usa"
"6820 Pacific Echo Ct, Las Vegas, NV 89139",-115.241458,36.0358335,"6820 w pacific echo ct, las vegas, nv 89139, usa"
"552 Brookhurst Dr, Dallas, TX 75218",-96.7107497,32.8522478,"552 brookhurst dr, dallas, tx 75218, usa"
"7333 Valley View Ln UNIT 301, Dallas, TX 75240",-96.7785096,32.9266541,"7333 valley view ln unit 301, dallas, tx 75240, usa"
"10839 Drake Ridge Ave, Las Vegas, NV 89166",-115.3326272,36.2895024,"10839 drake ridge ave, las vegas, nv 89166, usa"
"3008 Swan Hill Dr, Las Vegas, NV 89134",-115.3164234,36.2148723,"3008 swan hill dr, las vegas, nv 89134, usa"
"3207 Cyanne Cir, Raleigh, NC 27606",-78.6945119,35.7777036,"3207 cyanne cir, raleigh, nc 27606, usa"
"2967 Blendwell Rd, Richmond, VA 23224",-77.5007123,37.4716125,"2967 blendwell rd, richmond, va 23224, usa"
"3615 Edgar Pl, Dallas, TX 75204",-96.784959,32.79479,"3615 edgar pl, dallas, tx 75204, usa"
"5837 Dahlberg Dr, Raleigh, NC 27603",-78.6729147,35.6121616,"5837 dahlberg dr, raleigh, nc 27603, usa"
"1208 E Kennedy Blvd UNIT 314, Tampa, FL 33602",-82.4478384,27.9511292,"1208 e kennedy blvd unit 314, tampa, fl 33602, usa"
"6334 N Melvina Ave, Chicago, IL 60646",-87.7831757,41.9961146,"6334 n melvina ave, chicago, il 60646, usa"
"8513 Last Point Ave, Las Vegas, NV 89129",-115.2803089,36.2317834,"8513 last point ave, las vegas, nv 89129, usa"
"8120 Knebworth Ct, Raleigh, NC 27613",-78.6945371,35.8901053,"8120 knebworth ct, raleigh, nc 27613, usa"
"408 E Blackhawk Dr, Spokane, WA 99208",-117.4027186,47.8020462,"408 blackhawk dr, spokane, wa 99208, usa"
"4121 Lafayette St, Dallas, TX 75204",-96.786773,32.803061,"4121 lafayette st, dallas, tx 75204, usa"
"Lennon Plan, The Montage",NA,NA,NA
"9105 Emerald Cove Ct, Las Vegas, NV 89117",-115.2964915,36.1393462,"9105 emerald cove ct, las vegas, nv 89117, usa"
"2371 Fenestra Dr, Dallas, TX 75228",-96.7002813,32.808306,"2371 fenestra dr, dallas, tx 75228, usa"
"6126 Challedon Ln, Dallas, TX 75211",-96.927745,32.7350459,"6126 challedon ln, dallas, tx 75211, usa"
"8361 Corbett St, Las Vegas, NV 89149",-115.2784336,36.268105,"8361 corbett st, las vegas, nv 89149, usa"
"6697 Keyesport Ct, Las Vegas, NV 89148",-115.3059136,36.0665552,"6697 keyesport ct, las vegas, nv 89148, usa"
"1613 E 34th Ave, Spokane, WA 99203",-117.3866694,47.6238234,"1613 e 34th ave, spokane, wa 99203, usa"
"8607 N Kelly Ct, Spokane, WA 99208",-117.4903183,47.7359335,"8607 n kelly ct, spokane, wa 99208, usa"
"9209 W Newkirk Rd, Spokane, WA 99224",-117.5402737,47.7001568,"9209 w newkirk rd, spokane, wa 99224, usa"
"7924 Fleta St, Saint Louis, MO 63123",-90.30902,38.565116,"7924 fleta st, st. louis, mo 63123, usa"
"7928 Fleta St, Saint Louis, MO 63123",-90.309043,38.564979,"7928 fleta st, st. louis, mo 63123, usa"
"The Orchard Encore Plan, Pillar Rock",NA,NA,NA
"7608 Fiesta Way, Raleigh, NC 27615",-78.6227839,35.8914233,"7608 fiesta way, raleigh, nc 27615, usa"
"21 W Goethe St APT 10G, Chicago, IL 60610",-87.6296264,41.9054585,"21 w goethe st #10g, chicago, il 60610, usa"
"1840 W Diversey Pkwy APT G, Chicago, IL 60614",-87.6742145,41.9343953,"1840 w diversey pkwy apt g, chicago, il 60614, usa"
"105 Stonebridge Ct, Green Bay, WI 54313",-88.1019435,44.5401006,"105 stonebridge ct, green bay, wi 54313, usa"
"3303 Tennessee Ave, Dallas, TX 75224",-96.8465952,32.7100007,"3303 tennessee ave, dallas, tx 75224, usa"
"8505 Wild Diamond Ave, Las Vegas, NV 89143",-115.2812118,36.3104812,"8505 wild diamond ave, las vegas, nv 89143, usa"
"18 Jules Dr #A, Staten Island, NY 10314",-74.156271,40.6183672,"18 jules dr, staten island, ny 10314, usa"
"1716 Pinedale Dr, Raleigh, NC 27603",-78.6697019,35.6992137,"1716 pinedale dr, raleigh, nc 27603, usa"
"3818 Althorp Dr, Raleigh, NC 27616",-78.5162562,35.8943655,"3818 althorp drive, raleigh, nc 27616, usa"
"1504 Tawny View Ln, Raleigh, NC 27603",-78.6928979,35.615067,"1504 tawny vw ln, raleigh, nc 27603, usa"
"3233 Landing Falls Ln, Raleigh, NC 27616",-78.5237787,35.8727174,"3233 landing falls ln, raleigh, nc 27616, usa"
"11620 N Kathy Dr, Spokane, WA 99218",-117.4450026,47.7634405,"11620 n kathy ln, spokane, wa 99218, usa"
"Chardonnay Plan, Woodridge : Classic Collection",NA,NA,NA
"4430 W Brookfield Ave, Spokane, WA 99208",-117.475363,47.756909,"4430 w brookfield ave, spokane, wa 99208, usa"
"3705 SW Stonebridge Ct, Topeka, KS 66610",-95.7408842,38.9996166,"3705 sw stonebridge ct, topeka, ks 66610, usa"
"The Orchard Encore Plan, Aspen Park",NA,NA,NA
"5520 W Youngstown Ln, Spokane, WA 99208",-117.491581,47.741531,"5520 w youngstown ln, spokane, wa 99208, usa"
"2114 Venable St, Richmond, VA 23223",-77.4183567,37.538492,"2114 venable st, richmond, va 23223, usa"
"3136 Abbey Dr SW, Atlanta, GA 30331",-84.5098681,33.6642752,"3136 abbey dr, atlanta, ga 30331, usa"
"710 Mike McCarthy Way #3-5A, Green Bay, WI 54304",-88.0520867,44.4954038,"710 mike mccarthy way 3 5a, green bay, wi 54304, usa"
"710 Mike McCarthy Way #4-2A, Green Bay, WI 54304",-88.0520867,44.4954038,"710 mike mccarthy way 4 2a, green bay, wi 54304, usa"
"710 Mike McCarthy Way #9-4A-3, Green Bay, WI 54304",-88.0520867,44.4954038,"710 mike mccarthy way 9 4a 3, green bay, wi 54304, usa"
"710 Mike McCarthy Way #9-4A-2, Green Bay, WI 54304",-88.0520867,44.4954038,"710 mike mccarthy way 9 4a 2, green bay, wi 54304, usa"
"710 Mike McCarthy Way #1-9-4A, Green Bay, WI 54304",-88.0520867,44.4954038,"710 mike mccarthy way 1 9 4a, green bay, wi 54304, usa"
"145 N Henderson Ave #103, Dallas, TX 75214",-96.7601732,32.7986661,"145 n henderson ave #103, dallas, tx 75214, usa"
"509 Elm St #204, Dallas, TX 75202",-96.8079711,32.7797108,"509 elm st # a-204, dallas, tx 75202, usa"
"6555 Banbridge Dr, Las Vegas, NV 89103",-115.2352525,36.1074103,"6555 banbridge dr, las vegas, nv 89103, usa"
"10404 Prime View Ct, Las Vegas, NV 89144",-115.324618,36.1822916,"10404 prime view, las vegas, nv 89144, usa"
"4713 Sun Glory Ct, Las Vegas, NV 89130",-115.2162649,36.2461841,"4713 sun glory ct, las vegas, nv 89130, usa"
"9523 Range Crest Ave, Las Vegas, NV 89149",-115.3050107,36.2904406,"9523 range crest ave, las vegas, nv 89149, usa"
"4808 Estero Dr, Spring Valley, NV 89147",-115.2710481,36.101718,"4808 estero dr, las vegas, nv 89147, usa"
"2998 Jacaranda Dr, Las Vegas, NV 89117",-115.2737106,36.1351711,"2998 jacaranda dr, las vegas, nv 89117, usa"
"7338 Platinum Creek St, Las Vegas, NV 89131",-115.2110778,36.2936317,"7338 platinum creek st, las vegas, nv 89131, usa"
"10642 Medicine Bow St, Las Vegas, NV 89183",-115.1455836,35.996513,"10642 medicine bow st, las vegas, nv 89183, usa"
"8424 Chinook Candy Ct, Las Vegas, NV 89113",-115.2756786,36.0797979,"8424 chinook candy ct, las vegas, nv 89113, usa"
"4572 Avery Rock St, Las Vegas, NV 89147",-115.266927,36.1059446,"4572 avery rock st, las vegas, nv 89147, usa"
"10634 Sand Mountain Ave, Las Vegas, NV 89166",-115.3274884,36.3004183,"10634 sand mountain ave, las vegas, nv 89166, usa"
"7 W 96th Street, New York, NY 10025",-73.9653256,40.7922081,"7 w 96th st, new york, ny 10025, usa"
"690 Cauldwell Ave, Bronx, NY 10455",-73.9090322,40.8174687,"690 cauldwell ave, the bronx, ny 10455, usa"
"508 Reynolds Avenue, BRONX, NY 10465",-73.8093395,40.8219126,"508 reynolds ave, the bronx, ny 10465, usa"
"85 Elmwood Park Dr APT 43, Staten Island, NY 10314",-74.1614787,40.5800127,"85 elmwood park dr apt 43, staten island, ny 10314, usa"
"2304 Clerestory Pl, Raleigh, NC 27615",-78.6003477,35.8869658,"2304 clerestory pl, raleigh, nc 27615, usa"
"222 Glenwood Ave APT 515, Raleigh, NC 27603",-78.6470588,35.7836353,"222 glenwood ave apt 515, raleigh, nc 27603, usa"
"7305 Glendower Rd, Raleigh, NC 27613",-78.7055681,35.8801396,"7305 glendower rd, raleigh, nc 27613, usa"
"7409 Peppercorn Ct, Raleigh, NC 27613",-78.6877585,35.8808871,"7409 peppercorn ct, raleigh, nc 27613, usa"
"5600 Paul Rd, Raleigh, NC 27616",-78.5601629,35.8564236,"5600 paul rd, raleigh, nc 27616, usa"
"2402 Maplewood Ave, Richmond, VA 23220",-77.4736452,37.5462381,"2402 maplewood ave, richmond, va 23220, usa"
"3026 Noble Ave, Richmond, VA 23222",-77.4422963,37.5738543,"3026 noble ave, richmond, va 23222, usa"
"2408 Semmes Ave, Richmond, VA 23225",-77.4583878,37.5200079,"2408 semmes ave, richmond, va 23225, usa"
"5920 S Napa St, Spokane, WA 99223",-117.38182,47.5997441,"5920 s napa st, spokane, wa 99223, usa"
"7431 N Sutherlin St, Spokane, WA 99208",-117.4778004,47.7247685,"7431 n sutherlin st, spokane, wa 99208, usa"
"1105 S Oswald St, Spokane, WA 99224",-117.5354593,47.6471525,"1105 oswald, spokane, wa 99224, usa"
"8316 N Standard St, Spokane, WA 99208",-117.4048838,47.7339087,"8316 n standard st, spokane, wa 99208, usa"
"1513 W Chelan Ave, Spokane, WA 99205",-117.4347653,47.6819493,"1513 w chelan ave, spokane, wa 99205, usa"
"4251 Maryland Ave, Saint Louis, MO 63108",-90.2496647,38.6421295,"4251 maryland ave, st. louis, mo 63108, usa"
"2222 Nebraska Ave, Saint Louis, MO 63104",-90.228845,38.6094305,"2222 nebraska ave, st. louis, mo 63104, usa"
"4334 Arco Ave, Saint Louis, MO 63110",-90.2579346,38.6278188,"4334 arco ave, st. louis, mo 63110, usa"
"1210 S Newstead Ave, Saint Louis, MO 63110",-90.2590873,38.6253935,"1210 s newstead ave, st. louis, mo 63110, usa"
"10910 Ancient Futures Dr, Tampa, FL 33647",-82.2771926,28.156009,"10910 ancient futures dr, tampa, fl 33647, usa"
"7303 Thurston St, Dallas, TX 75235",-96.8509074,32.8330294,"7303 thurston dr, dallas, tx 75235, usa"
"Winstead III Plan, 5401 North : Sterling Collection",-78.5416619,35.8645753,"7713 midtown market ave, raleigh, nc 27616, usa"
"10303 Wood Plank Ln, Las Vegas, NV 89135",-115.3176734,36.1459208,"10303 wood plank ln, las vegas, nv 89135, usa"
"37 Mimosa Ln, Staten Island, NY 10312",-74.1989805,40.5521351,"37 mimosa ln, staten island, ny 10312, usa"
"1114 E Nora Ave, Spokane, WA 99207",-117.3926661,47.6735656,"1114 e nora ave, spokane, wa 99207, usa"
"Aspire Plan, Rutherford",NA,NA,NA
"5914 Lindell Ave UNIT 400, Dallas, TX 75206",-96.7666934,32.8087744,"5914 lindell ave # 400, dallas, tx 75206, usa"
"1677 Pawnee Dr, Las Vegas, NV 89169",-115.1290458,36.1284436,"1677 pawnee dr, las vegas, nv 89169, usa"
"8054 Ancient Oaks Ave, Spring Valley, NV 89113",-115.26739,36.0709598,"8054 ancient oaks ave, las vegas, nv 89113, usa"
"1305 S 16th St, Las Vegas, NV 89104",-115.1303198,36.1546693,"1305 s 16th st, las vegas, nv 89104, usa"
"113 Purple Sage Dr, Green Bay, WI 54311",-87.9091678,44.5025,"113 purple sage dr, green bay, wi 54311, usa"
"3903 Tumalo Trl, Dallas, TX 75212",-96.9060228,32.7888819,"3903 tumalo trail, dallas, tx 75212, usa"
"5255 NE 60th Ave, Portland, OR 97218",-122.6012494,45.5610529,"5255 ne 60th ave, portland, or 97218, usa"
"9717 Batesville Dr, Raleigh, NC 27617",-78.7411336,35.9157435,"9717 batesville dr, raleigh, nc 27617, usa"
"3502 Carolina Ave, Richmond, VA 23222",-77.4167119,37.5779428,"3502 carolina ave, richmond, va 23222, usa"
"The Stoneridge Encore Plan, Aspen Park",NA,NA,NA
"5818 W Youngstown Ln, Spokane, WA 99208",-117.49556,47.741558,"5818 w youngstown ln, spokane, wa 99208, usa"
"302 S Willomet Ave, Dallas, TX 75208",-96.8400517,32.7430105,"302 s willomet ave, dallas, tx 75208, usa"
"7689 Monomoy Bay Ave, Las Vegas, NV 89179",-115.2550726,35.9928868,"7689 monomoy bay ave, las vegas, nv 89179, usa"
"339 Bedford Ave APT 15, Brooklyn, NY 11211",-73.9625371,40.7121993,"339 bedford ave #15, brooklyn, ny 11211, usa"
"201 E 28th St #7H, New York, NY 10016",-73.9803309,40.7419383,"201 e 28th st #7h, new york, ny 10016, usa"
"6500 Hammersmith Dr, Raleigh, NC 27613",-78.7097321,35.8677965,"6500 hammersmith dr, raleigh, nc 27613, usa"
"319 Fayetteville St UNIT 314, Raleigh, NC 27601",-78.6387972,35.7760924,"319 fayetteville st unit 314, raleigh, nc 27601, usa"
"1124 Shadywood Ln, Raleigh, NC 27603",-78.6312516,35.6474977,"1124 shadywood ln, raleigh, nc 27603, usa"
"4106 Botanical Ave, Saint Louis, MO 63110",-90.251938,38.6095472,"4106 botanical ave, st. louis, mo 63110, usa"
"215 Elk Ct, Green Bay, WI 54302",-87.9535826,44.5006068,"215 elk ct, green bay, wi 54302, usa"
"Paisley Plan, The Montage",NA,NA,NA
"CALI Plan, Windhaven",NA,NA,NA
"3759 Weeburn Dr, Dallas, TX 75229",-96.8530671,32.9077296,"3759 weeburn dr, dallas, tx 75229, usa"
"3639 Bickers St, Dallas, TX 75212",-96.8804507,32.7856216,"3639 bickers st, dallas, tx 75212, usa"
"857 Lusterview Ct, Las Vegas, NV 89123",-115.1441939,36.0156673,"857 lusterview ct, las vegas, nv 89123, usa"
"4525 Dean Martin Dr UNIT 503, Las Vegas, NV 89103",-115.1821634,36.1075956,"panorama towers, 4525 dean martin dr unit 503, las vegas, nv 89103, usa"
"5708 Sovereign Way, Las Vegas, NV 89130",-115.221035,36.2556735,"5708 sovereign way, las vegas, nv 89130, usa"
"6996 Placid Lake Ave, Las Vegas, NV 89179",-115.2454406,35.9956044,"6996 placid lake ave, las vegas, nv 89179, usa"
"2253 Tiebout Ave, Bronx, NY 10457",-73.8979066,40.8558128,"2253 tiebout ave, the bronx, ny 10457, usa"
"1125 NW 9th Ave APT 321, Portland, OR 97209",-122.681175,45.5310379,"1125 nw 9th ave apt 321, portland, or 97209, usa"
"104 S Pettigrew St, Raleigh, NC 27610",-78.6210105,35.7787238,"104 s pettigrew st, raleigh, nc 27610, usa"
"3832 Yates Mill Trl, Raleigh, NC 27606",-78.7045935,35.7460083,"3832 yates mill trail, raleigh, nc 27606, usa"
"6605 Mountain Brook Ln, Raleigh, NC 27615",-78.6344434,35.8705141,"6605 mountain brook ln, raleigh, nc 27615, usa"
"617 Barksdale Dr, Raleigh, NC 27604",-78.6076201,35.8027312,"617 barksdale dr, raleigh, nc 27604, usa"
"1917 Lafayette Ave, Saint Louis, MO 63104",-90.213828,38.614225,"1917 lafayette ave, st. louis, mo 63104, usa"
"11009 Forest Hills Dr, Tampa, FL 33612",-82.47219,28.0508948,"11009 forest hills dr, tampa, fl 33612, usa"
"10615 College Hill Ave, Las Vegas, NV 89166",-115.3271643,36.2957329,"10615 college hill ave, las vegas, nv 89166, usa"
"Charleston Plan, The Outpost at Brewers Row",-79.9310512,32.7764749,"charleston, sc, usa"
"482 Benedict Dr, Las Vegas, NV 89110",-115.0176371,36.167932,"482 benedict dr, las vegas, nv 89110, usa"
"7912 Milltrace Run, Raleigh, NC 27615",-78.5946048,35.8888739,"7912 milltrace run, raleigh, nc 27615, usa"
"Norwood Plan, 5401 North : Sterling Collection",-78.5416619,35.8645753,"7713 midtown market ave, raleigh, nc 27616, usa"
"6218 S Spring Rd, Cheney, WA 99004",-117.531287,47.5960007,"s spg rd, cheney, wa 99004, usa"
"2004 Caddo St, Dallas, TX 75204",-96.7877433,32.8011248,"2004 caddo st, dallas, tx 75204, usa"
"1724 Crystal Creek Cir, Las Vegas, NV 89128",-115.2708166,36.1906757,"1724 crystal creek cir, las vegas, nv 89128, usa"
"5200 White Coyote Pl, Las Vegas, NV 89130",-115.2446533,36.2563994,"5200 white coyote pl, las vegas, nv 89130, usa"
"99-20 218th Street, Jamaica, NY 11429",-73.7381092,40.715251,"99-20 218th st, queens, ny 11429, usa"
"1908 Garner Glen Dr, Raleigh, NC 27603",-78.6722943,35.7009132,"1908 garner glen dr, raleigh, nc 27603, usa"
"6161 River Rd APT 45, Richmond, VA 23226",-77.5332674,37.5674161,"6161 river rd #45, richmond, va 23226, usa"
"1615 E 10th Ave, Spokane, WA 99202",-117.3864807,47.6466424,"1615 e 10th ave, spokane, wa 99202, usa"
"3608 Kapalua Way, Raleigh, NC 27610",-78.5217817,35.724554,"3608 kapalua way, raleigh, nc 27610, usa"
"5805 Dean Ave, Raleigh, NC 27616",-78.5627581,35.8590898,"5805 dean ave, raleigh, nc 27616, usa"
"5608 Cricket Flat Ct, Las Vegas, NV 89131",-115.2184879,36.3185887,"5608 w cricket flat ct, las vegas, nv 89131, usa"
"7612 W Talcott Ave, Chicago, IL 60631",-87.8170731,41.9910402,"7612 w talcott ave, chicago, il 60631, usa"
